"gene_name","gene_id_mat","gene_id_pat","chromosome_mat","chromosome_pat","num_reads_mat_mouse_1","num_reads_mat_mouse_2","num_reads_mat_mouse_4","num_reads_mat_mouse_7","num_reads_mat_mouse_8","num_reads_pat_mouse_1","num_reads_pat_mouse_2","num_reads_pat_mouse_4","num_reads_pat_mouse_7","num_reads_pat_mouse_8","total_reads_mouse_1","total_reads_mouse_2","total_reads_mouse_4","total_reads_mouse_7","total_reads_mouse_8","pct_xi_mouse_1","pct_xi_mouse_2","pct_xi_mouse_4","pct_xi_mouse_7","pct_xi_mouse_8","corrected_pct_xi_mouse_1","corrected_pct_xi_mouse_2","corrected_pct_xi_mouse_4","corrected_pct_xi_mouse_7","corrected_pct_xi_mouse_8","lower_confidence_interval_mouse_1","lower_confidence_interval_mouse_2","lower_confidence_interval_mouse_4","lower_confidence_interval_mouse_7","lower_confidence_interval_mouse_8","upper_confidence_interval_mouse_1","upper_confidence_interval_mouse_2","upper_confidence_interval_mouse_4","upper_confidence_interval_mouse_7","upper_confidence_interval_mouse_8"
"Bex2","ENSMUSG00000042750","MGP_CASTEiJ_G0035060","X","X",223,267,338,537,542,25,22,50,43,52,248,289,388,580,594,0.100806451612903,0.0761245674740484,0.128865979381443,0.0741379310344828,0.0875420875420875,0.14434974104886,0.107384081366577,0.128451624618147,0.10801830270421,0.126168264551627,0.100609779367892,0.0716895703740293,0.0951590196432457,0.0827567093266034,0.0994662615859258,0.188089702729827,0.143078592359125,0.161744229593049,0.133279896081817,0.152870267517328
"Bex4","ENSMUSG00000047844","MGP_CASTEiJ_G0017657","X","11",203,141,124,767,693,75,82,79,64,75,278,223,203,831,768,0.26978417266187,0.367713004484305,0.389162561576355,0.0770156438026474,0.09765625,0.357313264837336,0.459196227418377,0.38828430130262,0.112051946557647,0.14006008775518,0.300981944484646,0.393790666960902,0.321241862984176,0.0906057115033581,0.11551533107328,0.413644585190026,0.524601787875852,0.455326739621064,0.133498181611936,0.16460484443708
"Bhlhb9","ENSMUSG00000072964","MGP_CASTEiJ_G0035057","X","X",46,60,58,52,71,5,12,4,3,3,51,72,62,55,74,0.0980392156862745,0.166666666666667,0.0645161290322581,0.0545454545454545,0.0405405405405405,0.140574065493744,0.226010623973323,0.0642934134786021,0.0802482838975603,0.0597870847718125,0.0451803349374741,0.12940247307423,0.00324064929562586,0.00844903077582392,0.00576777555253247,0.235967796050014,0.322618774872416,0.125346177661578,0.152047537019297,0.113806393991093
"Brcc3","ENSMUSG00000031201","MGP_CASTEiJ_G0034825","X","X",73,81,60,99,108,35,35,22,29,36,108,116,82,128,144,0.324074074074074,0.301724137931034,0.268292682926829,0.2265625,0.25,0.419107555050905,0.386834170044566,0.267567714876884,0.307002399597457,0.334063908095787,0.326051031871339,0.298206265038336,0.171750893526558,0.227096313917633,0.257027167387633,0.51216407823047,0.475462075050797,0.363384536227211,0.386908485277281,0.411100648803941
"Brwd3","ENSMUSG00000063663","MGP_CASTEiJ_G0034983","X","X",170,242,186,275,323,23,27,15,17,29,193,269,201,292,352,0.119170984455959,0.100371747211896,0.0746268656716418,0.0582191780821918,0.0823863636363636,0.169154567392312,0.140078384121713,0.0743720217766409,0.0854965898704096,0.119034447770655,0.116264828949042,0.0986033315064109,0.0380998889781311,0.0534247609724841,0.0852051834435294,0.222044305835582,0.181553436737016,0.110644154575151,0.117568418768335,0.152863712097781
"Car5b","ENSMUSG00000031373","MGP_CASTEiJ_G0035207","X","X",40,45,30,33,27,16,13,4,8,6,56,58,34,41,33,0.285714285714286,0.224137931034483,0.117647058823529,0.195121951219512,0.181818181818182,0.375752230869648,0.296660491195539,0.117263921456211,0.268270919681415,0.250616591380609,0.24890430776435,0.179104042762876,0.00911896308760099,0.13265267491178,0.102757488340085,0.502600153974946,0.414216939628203,0.225408879824822,0.403889164451049,0.398475694421133
"Cask","ENSMUSG00000031012","MGP_CASTEiJ_G0034552","X","X",361,363,283,389,415,57,62,35,35,44,418,425,318,424,459,0.136363636363636,0.145882352941176,0.110062893081761,0.0825471698113208,0.0958605664488017,0.19198655598182,0.199598332354326,0.109701384025069,0.119773348901078,0.137603593900423,0.15422893240314,0.161598115707583,0.0753528320319328,0.0888673691310676,0.106089116790924,0.2297441795605,0.237598549001068,0.144049936018205,0.150679328671088,0.169118071009921
"Ccdc120","ENSMUSG00000031150","MGP_CASTEiJ_G0034505","X","X",370,467,260,299,288,47,47,37,32,34,417,514,297,331,322,0.112709832134293,0.0914396887159533,0.124579124579125,0.0966767371601208,0.105590062111801,0.160477159174092,0.128116044676061,0.124176588896825,0.139307374660734,0.150862915577746,0.125247946644291,0.0992227121696905,0.0866708259682454,0.102004251948515,0.111769797827135,0.195706371703893,0.157009377182431,0.161682351825404,0.176610497372952,0.189956033328357
"Cd99l2","ENSMUSG00000035776","MGP_CASTEiJ_G0034748","X","X",292,300,236,304,314,17,24,15,9,7,309,324,251,313,321,0.0550161812297735,0.0740740740740741,0.0597609561752988,0.0287539936102236,0.0218068535825545,0.0805522544282911,0.104586899891705,0.0595536109016869,0.0428542819420361,0.032460510856104,0.0502083663909613,0.0712652917432595,0.0302762247079125,0.0204174226731409,0.0130736452507895,0.110896142465621,0.137908508040151,0.0888309970954612,0.0652911412109313,0.0518473764614185
"Cdk16","ENSMUSG00000031065","MGP_CASTEiJ_G0034574","X","X",200,279,176,247,248,39,36,29,21,23,239,315,205,268,271,0.163179916317992,0.114285714285714,0.141463414634146,0.0783582089552239,0.0848708487084871,0.226867836603594,0.158526723907098,0.14101511104068,0.113929886740605,0.122476599698698,0.173771754543842,0.118193380836221,0.0933723689677455,0.0758904943774557,0.0834447296626414,0.279963918663345,0.198860066977976,0.188657853113614,0.151969279103755,0.161508469734755
"Cdkl5","ENSMUSG00000031292","MGP_CASTEiJ_G0035192","X","X",146,243,111,82,104,16,34,30,11,13,162,277,141,93,117,0.0987654320987654,0.122743682310469,0.212765957446809,0.118279569892473,0.111111111111111,0.141565903063318,0.169631780882295,0.212147528793999,0.168657626978143,0.158332119717019,0.0878845572395885,0.125434334589319,0.144666767406696,0.0925550141076279,0.0921851352577405,0.195247248887048,0.21382922717527,0.279628290181302,0.244760239848659,0.224479104176297
"Chm","ENSMUSG00000025531","MGP_CASTEiJ_G0035000","X","X",57,64,52,54,58,7,9,6,2,4,64,73,58,56,62,0.109375,0.123287671232877,0.103448275862069,0.0357142857142857,0.0645161290322581,0.155977448693759,0.170343222850548,0.10310597582471,0.0530413405272638,0.0940295366025547,0.0670847613861451,0.0841052928613872,0.0248447622883679,-0.00565713648456441,0.0213785671873691,0.244870136001373,0.256581152839708,0.181367189361053,0.111739817539092,0.16668050601774
"Clcn5","ENSMUSG00000004317","MGP_CASTEiJ_G0034491","X","X",181,215,104,237,217,38,46,52,28,51,219,261,156,265,268,0.17351598173516,0.176245210727969,0.333333333333333,0.105660377358491,0.190298507462687,0.240080626511897,0.238025576181161,0.332512482103241,0.151587674480612,0.261281062697149,0.183510343717383,0.186358980471435,0.258584076047865,0.108409867168687,0.208682451519776,0.296650909306412,0.289692171890887,0.406440888158616,0.194765481792536,0.313879673874523
"Col4a5","ENSMUSG00000031274","MGP_CASTEiJ_G0035111","X","X",399,534,247,264,273,38,77,43,26,29,437,611,290,290,302,0.0869565217391304,0.126022913256956,0.148275862068966,0.0896551724137931,0.0960264900662252,0.125351322966882,0.17391533826514,0.147809686391652,0.129633909730614,0.137830755446528,0.0943065380544581,0.143860893571968,0.106961870822268,0.0909741293083532,0.0989518570453175,0.156396107879306,0.203969782958313,0.188657501961036,0.168293690152875,0.176709653847739
"Ctps2","ENSMUSG00000031360","MGP_CASTEiJ_G0035201","X","X",194,225,157,222,274,19,30,20,18,29,213,255,177,240,303,0.0892018779342723,0.117647058823529,0.112994350282486,0.075,0.0957095709570957,0.128448620140822,0.162949884326557,0.112624431182147,0.10922785261567,0.13739683849251,0.083515196708274,0.117620401990387,0.0660517225489765,0.0697646358939034,0.098633545003978,0.173382043573369,0.208279366662728,0.159197139815317,0.148691069337437,0.176160131981041
"Cul4b","ENSMUSG00000031095","MGP_CASTEiJ_G0034630","X","X",7,10,7,29,42,37,28,20,7,12,44,38,27,36,54,0.840909090909091,0.736842105263158,0.740740740740741,0.194444444444444,0.222222222222222,0.888318681156636,0.803463120367365,0.740030293987487,0.267423812407354,0.300690468816383,0.795251530580223,0.677117179297094,0.57458579568675,0.12283879971278,0.178385031189232,0.981385831733048,0.929809061437637,0.905474792288224,0.412008825101927,0.422995906443534
"Ddx3x","ENSMUSG00000000787","MGP_CASTEiJ_G0034550","X","X",3670,3876,2818,4433,4947,328,418,464,99,120,3998,4294,3282,4532,5067,0.0820410205102551,0.0973451327433628,0.141377209018891,0.0218446601941748,0.0236826524570752,0.118547228345768,0.136035503564295,0.140929133770564,0.0326707438108313,0.0352197289009493,0.108527131426486,0.12578155455898,0.129025112631359,0.0274950352584722,0.0301442170026427,0.12856732526505,0.14628945256961,0.152833154909769,0.0378464523631904,0.0402952407992559
"Diaph2","ENSMUSG00000034480","MGP_CASTEiJ_G0035018","X","X",29,37,37,83,85,94,94,111,38,33,123,131,148,121,118,0.764227642276423,0.717557251908397,0.75,0.31404958677686,0.279661016949153,0.829865211360593,0.787653457113615,0.749306339163952,0.409120734629535,0.368794292077141,0.763460961085617,0.717620472952735,0.679480106228966,0.321515405356731,0.281741111830397,0.896269461635569,0.857686441274496,0.819132572098938,0.496726063902339,0.455847472323886
"Dlg3","ENSMUSG00000000881","MGP_CASTEiJ_G0034913","X","X",134,162,100,123,125,153,161,177,154,171,287,323,277,277,296,0.533101045296167,0.498452012383901,0.63898916967509,0.555956678700361,0.577702702702703,0.632108142965629,0.592007328465217,0.638136106276512,0.654396504928738,0.6730694412772,0.576317300077616,0.538410813354469,0.581546393259724,0.598392671531806,0.619630243442754,0.687898985853643,0.645603843575964,0.694725819293301,0.710400338325671,0.726508639111646
"Dnase1l1","ENSMUSG00000019088","MGP_CASTEiJ_G0034799","X","X",120,152,81,101,124,8,9,7,8,6,128,161,88,109,130,0.0625,0.0559006211180124,0.0795454545454545,0.073394495412844,0.0461538461538462,0.0911745824355939,0.0795707062542444,0.0792752530531262,0.106974377706835,0.0678767682567494,0.041306780024411,0.0377677519408503,0.0228283029400455,0.0489505083978631,0.0246379655967362,0.141042384846777,0.121373660567639,0.135722203166207,0.164998247015807,0.111115570916762
"Dynlt3","ENSMUSG00000031176","MGP_CASTEiJ_G0034536","X","X",742,807,507,868,970,45,42,34,27,29,787,849,541,895,999,0.0571791613722999,0.049469964664311,0.0628465804066543,0.0301675977653631,0.029029029029029,0.083630344447711,0.0706207894732572,0.0626292424336603,0.0449290178525414,0.0430557501160589,0.064289384863332,0.0533879434832335,0.0422121573677803,0.0313578300345761,0.0304686917666604,0.10297130403209,0.0878536354632809,0.0830463274995403,0.0585002056705068,0.0556428084654574
"Ebp","ENSMUSG00000031168","MGP_CASTEiJ_G0034526","X","X",163,257,84,199,242,17,36,19,20,27,180,293,103,219,269,0.0944444444444444,0.122866894197952,0.184466019417476,0.091324200913242,0.100371747211896,0.135654247479025,0.169792949914576,0.183910631207794,0.131939319585247,0.143766832435174,0.0856309533076337,0.126802962675351,0.109093378592082,0.0871176328329303,0.101839490863865,0.185677541650416,0.2127829371538,0.258727883823506,0.176761006337564,0.185694174006483
"Efnb1","ENSMUSG00000031217","MGP_CASTEiJ_G0034899","X","X",456,550,298,390,356,32,24,24,34,22,488,574,322,424,378,0.0655737704918033,0.0418118466898955,0.0745341614906832,0.080188679245283,0.0582010582010582,0.0955149009212634,0.0598947672244484,0.0742796087604042,0.116486296041577,0.0850883495650858,0.069436890591531,0.0404825643892084,0.0456381671143804,0.0859505014301377,0.0569611289235915,0.121592911250996,0.0793069700596884,0.102921050406428,0.147022090653016,0.11321557020658
"Egfl6","ENSMUSG00000000402","MGP_CASTEiJ_G0035226","X","X",5167,5591,4291,6713,7354,584,698,693,676,913,5751,6289,4984,7389,8267,0.101547556946618,0.110987438384481,0.139044943820225,0.0914873460549465,0.110439095197774,0.145359217376896,0.154173903971536,0.138603067141235,0.132164468030163,0.157425084958255,0.136249823058652,0.145249005823539,0.129010228151372,0.124442440819524,0.149574258941371,0.15446861169514,0.163098802119532,0.148195906131098,0.139886495240802,0.165275910975139
"Eif1ax","ENSMUSG00000067194","MGP_CASTEiJ_G0035182","X","X",381,473,266,338,378,69,38,54,47,74,450,511,320,385,452,0.153333333333333,0.0743639921722113,0.16875,0.122077922077922,0.163716814159292,0.214161730377714,0.104982701517911,0.168232168505257,0.173754975931457,0.227570931839454,0.176258226831316,0.0784053177377336,0.127246815179427,0.135907163731592,0.188919412337325,0.252065233924112,0.131560085298088,0.209217521831087,0.211602788131321,0.266222451341584
