"gene_name","gene_id_mat","gene_id_pat","chromosome_mat","chromosome_pat","female_mean_rpkm","male_mean_rpkm","female_xi_mean_srpm","female_xa_mean_srpm","male_xa_mean_srpm","male_xi_mean_srpm","female_mean_srpm_xi_over_xa_ratio","female_mean_rpkm_gt_1","male_mean_rpkm_gt_1","female_xi_mean_srpm_gte_2"
"Jpx","ENSMUSG00000097571","MGP_CASTEiJ_G0007377","X","X",4.50321899106221,1.65940794027019,7.34526573383358,209.078531651853,77.7088446967903,1.47644363705944,0.035131611437106,1,1,1
"Kctd12b","ENSMUSG00000041633","MGP_CASTEiJ_G0035162","X","X",1.04113455993503,0.782796446899686,6.69519817780081,43.9576707976275,31.983001838769,6.11162755585957,0.152310121448977,1,0,1
"Kdm5c","ENSMUSG00000025332","MGP_CASTEiJ_G0035150","X","X",22.2108285776146,14.3800082324822,574.76170974297,1029.29168504724,874.300697139456,169.237421911764,0.558405083896692,1,1,1
"Klf8","ENSMUSG00000041649","MGP_CASTEiJ_G0035160","X","X",1.52432349575566,1.53465617061817,42.1355547311541,37.1206323029854,40.3685486221008,39.4167996016545,1.13509797966899,1,1,1
"Klhl13","ENSMUSG00000036782","MGP_CASTEiJ_G0034590","X","X",5.94164479613084,4.43535103056509,71.2729129967991,162.143742754347,127.713956742392,45.7342801651358,0.439566225535943,1,1,1
"Klhl15","ENSMUSG00000043929","MGP_CASTEiJ_G0034873","X","X",1.96108354693702,1.96713752122803,41.7893822381316,144.934625501774,163.783763670255,22.9700665863788,0.288332633374902,1,1,1
"L1cam","ENSMUSG00000031391","MGP_CASTEiJ_G0034785","X","X",3.3774107594173,2.93563872118545,34.1760473679054,214.399157225149,193.001622595149,23.0729930901897,0.159403832600031,1,1,1
"Lage3","ENSMUSG00000015289","MGP_CASTEiJ_G0034805","X","X",10.0101266959208,10.6171838843084,4.1386769318846,188.262587084579,202.349489870918,1.57937014087034,0.0219835337226363,1,1,1
"Lamp2","ENSMUSG00000016534","MGP_CASTEiJ_G0034629","X","X",20.9121383258609,21.6440269816839,290.004557230141,1712.17067573221,1828.31163950316,244.088868802846,0.169378299336964,1,1,1
"Las1l","ENSMUSG00000057421","MGP_CASTEiJ_G0034886","X","X",7.96296410959112,7.84896527729732,105.58998565232,537.034528860839,494.809530776005,138.9880636439,0.196616753630903,1,1,1
"Lpar4","ENSMUSG00000049929","MGP_CASTEiJ_G0034973","X","X",2.20837809806592,4.31766489639142,11.8942670778602,104.212572689582,223.733607793748,7.58807119291901,0.114134665049386,1,1,1
"Maged1","ENSMUSG00000025151","MGP_CASTEiJ_G0034876","X","X",92.9006677093874,103.710920438028,1610.5586034417,2466.75689866532,2832.11688779138,1720.76740906961,0.652905279929739,1,1,1
"Maged2","ENSMUSG00000025268","MGP_CASTEiJ_G0035138","X","X",14.7193273292952,23.3280096912771,57.3580513870672,411.113939662843,658.542121417869,83.7775626335418,0.139518624530481,1,1,1
"Magee1","ENSMUSG00000031227","MGP_CASTEiJ_G0034958","X","X",2.31199162699444,1.40512262499493,12.4980956780822,69.6560043839729,40.6572447698323,9.27036783760024,0.179425963183123,1,1,1
"Mageh1","ENSMUSG00000047238","MGP_CASTEiJ_G0035157","X","X",23.0548974135824,28.8926097217175,79.9578897363737,245.116163795138,306.13223638929,101.253560686926,0.326204067893297,1,1,1
"Magix","ENSMUSG00000031147","MGP_CASTEiJ_G0034501","X","X",4.98228360159389,5.21968713915755,13.1083757816987,132.012031743266,144.247527189716,7.7939242005408,0.0992968262710451,1,1,1
"Magt1","ENSMUSG00000031232","MGP_CASTEiJ_G0034963","X","X",12.4315707706775,10.7355558351896,147.053598338334,390.39301729982,355.630601674478,106.438849708488,0.376680913391946,1,1,1
"Mamld1","ENSMUSG00000059401","MGP_CASTEiJ_G0034745","X","X",0.535303808577354,1.28444339250495,2.02830602472809,23.9968157617151,50.5569178268698,11.8115490964756,0.0845239653822774,0,1,1
"Maoa","ENSMUSG00000025037","MGP_CASTEiJ_G0034558","X","X",2.94649566461317,3.22516204382194,16.4470183889447,99.2904912701696,119.976447789572,5.9057745482378,0.165645452837899,1,1,1
"Maob","ENSMUSG00000040147","MGP_CASTEiJ_G0034559","X","X",59.2543051445396,51.8371878666373,82.160526996411,1495.55183488549,1308.65363703155,71.5543075218227,0.0549365960309239,1,1,1
"Map3k15","ENSMUSG00000031303","MGP_CASTEiJ_G0035186","X","X",1.10332159791954,1.03758314439595,4.0566120494562,43.6734054474337,43.3968011695122,1.47644363705944,0.0928851782428286,1,1,1
"Mbnl3","ENSMUSG00000036109","MGP_CASTEiJ_G0034675","X","X",0.637126175563568,1.22568649991259,5.54899136013974,31.7806729884916,66.0319357325111,2.95288727411889,0.174602701527093,0,1,1
"Mbtps2","ENSMUSG00000046873","MGP_CASTEiJ_G0035175","X","X",2.74402577932381,2.24570763372707,109.759478554303,167.292229408243,137.158056067407,89.5804106779686,0.656094302422479,1,1,1
"Mecp2","ENSMUSG00000031393","MGP_CASTEiJ_G0034792","X","X",6.8310128636121,5.35151069827441,156.045171677256,870.69154125727,662.988268189742,141.426318398964,0.179219808948561,1,1,1
"Med12","ENSMUSG00000079487","MGP_CASTEiJ_G0034921","X","X",9.26970676091999,8.63676207045896,78.5040378886445,635.634170972632,610.577354913044,54.7987949951143,0.123505062304186,1,1,1
"Med14","ENSMUSG00000064127","MGP_CASTEiJ_G0034548","X","X",4.83069332628312,3.29015864063347,69.0202868138932,354.576383585526,251.847855156107,36.6697653351575,0.194655622904014,1,1,1
"Mid1ip1","ENSMUSG00000008035","MGP_CASTEiJ_G0034544","X","X",6.68602797828354,2.41634283727397,14.0083879520746,128.210010035091,13.5759634349602,37.8374294607842,0.109261265545806,1,1,1
"Mid2","ENSMUSG00000000266","MGP_CASTEiJ_G0035104","X","X",9.36682005501522,8.06770925357704,241.030289055975,516.051205200619,414.309956651144,237.94176866328,0.467066613985085,1,1,1
"Mmgt1","ENSMUSG00000061273","MGP_CASTEiJ_G0034703","X","X",12.0589366565382,12.2066409219894,94.348487666829,415.93197287664,404.50651564335,112.035844745293,0.226836343006532,1,1,1
"Morc4","ENSMUSG00000031434","MGP_CASTEiJ_G0035097","X","X",7.48850847667193,7.06243137797331,179.411708402179,410.05670496778,405.75753228352,156.499534280991,0.437529020324826,1,1,1
"Mospd1","ENSMUSG00000023074","MGP_CASTEiJ_G0034687","X","X",21.9213614210063,20.665592082898,9.88387401644096,180.157443526952,169.814682250882,9.37329434141114,0.0548624237941206,1,1,1
"Mospd2","ENSMUSG00000061778","MGP_CASTEiJ_G0035217","X","X",7.15747732517516,5.48897648960493,218.850976589263,344.60514246226,277.825524928444,154.164206029737,0.635077512266757,1,1,1
"Mpp1","ENSMUSG00000031402","MGP_CASTEiJ_G0034819","X","X",3.71369390501324,2.98004692672085,8.75558016208871,190.022067561924,147.275779737127,12.2232551117192,0.0460766492777763,1,1,1
"Msl3","ENSMUSG00000031358","MGP_CASTEiJ_G0035232","X","X",5.65867850470613,5.14073429751565,39.9647818719358,242.297840691869,240.196532706022,26.1288068681195,0.164940726495203,1,1,1
"Msn","ENSMUSG00000031207","MGP_CASTEiJ_G0034887","X","X",119.987859232002,70.9031553406548,918.158349559316,6676.63778736097,3889.46111694897,598.424867955183,0.137518071041297,1,1,1
"Mtm1","ENSMUSG00000031337","MGP_CASTEiJ_G0034746","X","X",4.36754581588956,4.18884562515717,48.3204506510756,556.638140074069,517.515310874052,62.798572203277,0.0868076532532354,1,1,1
"Mtmr1","ENSMUSG00000015214","MGP_CASTEiJ_G0034747","X","X",7.65525585847516,7.48413487622319,58.3222154765626,390.332421798301,377.71393045621,60.9104225509739,0.149416784821169,1,1,1
"Naa10","ENSMUSG00000031388","MGP_CASTEiJ_G0034788","X","X",3.53142376110705,3.39004109615434,28.0309389004001,139.713224341514,139.031524023893,22.7642135787571,0.200631966175811,1,1,1
"Nap1l3","ENSMUSG00000055733","MGP_CASTEiJ_G0035012","X","X",1.22393382595532,1.00182476307689,10.6839083410796,24.0306208806521,19.2475403328076,9.16744133378935,0.444595601343017,1,1,1
"Ndufb11","ENSMUSG00000031059","MGP_CASTEiJ_G0034571","X","X",175.586101277362,219.093117779184,275.888479939473,1324.24139595703,1651.81800084115,344.792324387011,0.208337000173665,1,1,1
"Nkap","ENSMUSG00000016409","MGP_CASTEiJ_G0034610","X","X",6.50045223621474,4.70757798303698,41.8252081647493,238.83099367937,174.164596973511,29.0816941422384,0.175124708566509,1,1,1
"Nsdhl","ENSMUSG00000031349","MGP_CASTEiJ_G0034762","X","X",26.4840550280466,29.1617998496026,164.254623654847,607.295098578791,690.262013623102,159.864127570354,0.270469206880214,1,1,1
"Nudt10","ENSMUSG00000073293","MGP_CASTEiJ_G0034485","X","X",2.51000239437763,1.36613952765483,28.2450575881256,16.5831043753801,6.22338267911491,18.1290296599569,1.70324306889482,1,1,1
"Nxt2","ENSMUSG00000042271","MGP_CASTEiJ_G0035115","X","X",12.0468141620113,13.4947849965501,19.1612178963232,320.303600154202,339.077558720497,43.8461305128329,0.059822049727504,1,1,1
"Ocrl","ENSMUSG00000001173","MGP_CASTEiJ_G0034649","X","X",18.2933618349418,15.9528705801767,231.587555421774,1564.27538937806,1379.24742409184,187.433905491825,0.148047816256862,1,1,1
"Ofd1","ENSMUSG00000040586","MGP_CASTEiJ_G0035222","X","X",11.7632824777824,14.6266387274338,44.8318412752238,479.74008274725,627.45079453649,24.8582162386819,0.093450272110874,1,1,1
"Ogt","ENSMUSG00000034160","MGP_CASTEiJ_G0034928","X","X",31.2694019496824,17.3660186878266,529.180034624718,1984.96185314539,1103.94340495039,292.328857643151,0.266594561394806,1,1,1
"Ophn1","ENSMUSG00000031214","MGP_CASTEiJ_G0034896","X","X",2.77642820704614,2.95514007603328,54.7617426887348,308.856016448833,319.900663922738,67.1249766106444,0.177305086423035,1,1,1
"Otud5","ENSMUSG00000031154","MGP_CASTEiJ_G0034509","X","X",16.1930554511889,13.1550420723686,413.536642118426,428.090219957492,375.166838155017,308.534265067098,0.966003479732587,1,1,1
"Pbdc1","ENSMUSG00000031226","MGP_CASTEiJ_G0034957","X","X",3.96123651616376,3.1833781677658,67.1598605210797,180.573713491174,185.071649543841,15.3819953934598,0.371924901042489,1,1,1
"Pdha1","ENSMUSG00000031299","MGP_CASTEiJ_G0035187","X","X",28.0053659446828,29.9272079533405,158.819561577955,887.138323097197,957.565414178191,160.172907081786,0.179024575359883,1,1,1
"Pdk3","ENSMUSG00000035232","MGP_CASTEiJ_G0034869","X","X",12.5474155975301,14.2375472293376,32.3337455971416,283.701678090194,315.935677397084,42.7813928910169,0.113970935296555,1,1,1
"Pdzd11","ENSMUSG00000015668","MGP_CASTEiJ_G0034910","X","X",11.7334674589295,13.5577994810435,25.106370672354,224.570013200318,250.551779495084,37.940355964595,0.111797520579736,1,1,1
"Pgrmc1","ENSMUSG00000006373","MGP_CASTEiJ_G0034600","X","X",11.8200255174619,9.51998128048588,94.5380303291103,124.959843530157,128.098884939368,48.6871674392548,0.756547284778689,1,1,1
"Phf6","ENSMUSG00000025626","MGP_CASTEiJ_G0034682","X","X",1.92341224577436,1.92534923186299,29.2771235637985,104.983934103591,109.980542683291,24.4465102234382,0.278872418087416,1,1,1
"Phf8","ENSMUSG00000041229","MGP_CASTEiJ_G0035144","X","X",4.44356644258353,3.06046074922514,52.0552546742127,361.957417307875,225.92135841216,59.2281259062926,0.143815963384266,1,1,1
"Phka1","ENSMUSG00000034055","MGP_CASTEiJ_G0034938","X","X",14.3479949070663,16.0102734964491,71.5986825489168,828.422928171543,929.592457885931,74.7130478035634,0.0864276930467703,1,1,1
"Phka2","ENSMUSG00000031295","MGP_CASTEiJ_G0035189","X","X",1.8293920293293,1.26360851090154,5.28488374954568,105.792316498258,67.4498299569729,9.27036783760024,0.0499552701413122,1,1,1
"Piga","ENSMUSG00000031381","MGP_CASTEiJ_G0035214","X","X",6.744798059915,3.4944577771125,68.420208180729,362.178415736865,176.397406612777,46.6960912831408,0.188912992071948,1,1,1
"Pim2","ENSMUSG00000031155","MGP_CASTEiJ_G0034510","X","X",12.7964668130712,10.6648099317847,167.98297617459,189.1353638554,156.30936435097,141.323391895153,0.888162703951115,1,1,1
"Pin4","ENSMUSG00000079480","MGP_CASTEiJ_G0034933","X","X",8.17227913274385,7.6679736724341,48.6345471845383,4.56698996962415,3.77252242716648,46.1459861803795,10.6491469234693,1,1,1
"Pja1","ENSMUSG00000034403","MGP_CASTEiJ_G0034900","X","X",10.1888406733916,7.60672637687431,81.68626222389,256.836174321766,191.513082835638,61.2192020624066,0.318048119349235,1,1,1
"Platr21","ENSMUSG00000086807","MGP_CASTEiJ_G0015111","X","X",1.13244672316592,0.194054405634742,5.20281886711728,40.2682813914039,6.31961472835874,1.47644363705944,0.129203896648739,1,0,1
"Pls3","ENSMUSG00000016382","MGP_CASTEiJ_G0034828","X","X",82.6299480045802,80.3180714778836,1475.66544665193,1955.91091277935,2928.02083428683,370.647824327405,0.754464550000903,1,1,1
"Plxna3","ENSMUSG00000031398","MGP_CASTEiJ_G0034804","X","X",1.74036171060292,1.74429265611451,20.2074468682471,117.422750197009,133.577997738728,4.42933091117833,0.172091411880096,1,1,1
"Pof1b","ENSMUSG00000034607","MGP_CASTEiJ_G0034999","X","X",8.90489950765557,7.15497656780765,9.5556144867273,309.55928714906,247.356649363381,9.16744133378935,0.0308684471227835,1,1,1
"Pola1","ENSMUSG00000006678","MGP_CASTEiJ_G0034867","X","X",1.55171166058628,1.73414741764533,38.3609632556008,94.7406440979684,100.080869626253,48.8930204468765,0.404905029101691,1,1,1
"Porcn","ENSMUSG00000031169","MGP_CASTEiJ_G0034527","X","X",2.45336413272908,2.28861480740841,5.44901351440251,68.1519104674699,64.2291133110739,4.42933091117833,0.079953936390432,1,1,1
"Pqbp1","ENSMUSG00000031157","MGP_CASTEiJ_G0034512","X","X",9.58135568347327,11.8978052011022,4.0566120494562,152.787700897284,188.651707872519,6.11162755585957,0.0265506452785972,1,1,1
"Praf2","ENSMUSG00000031149","MGP_CASTEiJ_G0034504","X","X",53.4318550217323,101.704552433065,266.244349066923,360.976857422929,749.589406430279,429.017065619503,0.737566255542484,1,1,1
"Prdx4","ENSMUSG00000025289","MGP_CASTEiJ_G0035170","X","X",24.5087139298821,29.7202872712689,42.153467694463,479.626828861505,587.582878667266,45.2196476460813,0.0878880520393804,1,1,1
"Prickle3","ENSMUSG00000031145","MGP_CASTEiJ_G0034498","X","X",5.23155007025759,5.03222890692375,34.3799645851785,221.52699533043,188.363011724788,57.8546087730441,0.155195372617668,1,1,1
"Prkx","ENSMUSG00000035725","MGP_CASTEiJ_G0034838","X","X",9.36966229737006,8.09953363889679,122.543556332086,414.29334403431,350.177075389313,114.026920901407,0.295789343702171,1,1,1
"Prps1","ENSMUSG00000031432","MGP_CASTEiJ_G0035102","X","X",30.2496559559458,29.5390581176224,102.521902159062,500.353741042938,491.133240398082,97.5801878861312,0.204898842057952,1,1,1
"Prps2","ENSMUSG00000025742","MGP_CASTEiJ_G0035230","X","X",113.180783758381,109.021705601537,897.028753833171,3493.6645771705,3314.9023959354,914.341351207578,0.256758693921232,1,1,1
"Prrg1","ENSMUSG00000047996","MGP_CASTEiJ_G0034844","X","X",1.33276726426758,0.857495794348056,51.1731554671457,95.6386033205121,52.8153139803307,42.3696868757734,0.535067992321573,1,0,1
"Prrg3","ENSMUSG00000033361","MGP_CASTEiJ_G0034753","X","X",182.378548564391,85.7397270243284,1483.23917562715,9660.80610539339,4699.0198400094,540.708658269657,0.153531616248783,1,1,1
"Psmd10","ENSMUSG00000031429","MGP_CASTEiJ_G0035107","X","X",11.4648909689313,15.0410953322201,11.8301151587407,149.660410468008,183.775573882818,28.6699881269948,0.0790463899019539,1,1,1
"Rab9","ENSMUSG00000079316","MGP_CASTEiJ_G0035224","X","X",49.4559754500603,50.7159492849708,586.340227181752,230.531161599425,221.69326225297,619.059606290308,2.54343153920591,1,1,1
"Rap2c","ENSMUSG00000050029","MGP_CASTEiJ_G0034674","X","X",1.83421193884015,1.51322199680899,9.70183128827533,55.320981943608,52.1672761498194,1.47644363705944,0.175373446880697,1,1,1
"Rbbp7","ENSMUSG00000031353","MGP_CASTEiJ_G0035198","X","X",13.7564023629365,14.4215350080376,314.877636261999,78.3469239764168,58.4868908781781,355.847915373104,4.01901721574647,1,1,1
"Rbm10","ENSMUSG00000031060","MGP_CASTEiJ_G0034572","X","X",12.2162666199303,11.6764275697142,133.105612338321,339.684085960793,339.674423522618,113.065109783402,0.391851187145943,1,1,1
"Rbm3","ENSMUSG00000031167","MGP_CASTEiJ_G0034524","X","X",15.2897982158686,34.1787402942723,165.493096825389,561.411657094944,1233.02408288885,391.559360837566,0.294780300219882,1,1,1
"Rbm3os","ENSMUSG00000055188","MGP_CASTEiJ_G0004584","X","X",2.33023686231569,3.41509474315399,17.1970637907147,5.42953614237064,16.5079839331278,16.6525860228975,3.16731730663205,1,1,1
"Rbmx","ENSMUSG00000031134","MGP_CASTEiJ_G0034713","X","X",33.9716286335768,34.2476802659969,104.949071136018,1367.91532045125,1398.23185479111,86.6275234038498,0.0767219063687346,1,1,1
"Rbmx2","ENSMUSG00000031107","MGP_CASTEiJ_G0034662","X","X",6.00788818425093,8.21317156682269,11.8159521624896,89.7370255049796,118.006747783842,21.3906964455085,0.131673098099669,1,1,1
"Renbp","ENSMUSG00000031387","MGP_CASTEiJ_G0034789","X","X",34.9204548320079,33.8799123789355,120.25864263088,750.657500879399,754.664118526006,90.300896204645,0.160204410786538,1,1,1
"Reps2","ENSMUSG00000040855","MGP_CASTEiJ_G0035197","X","X",12.437330110862,6.6861450510423,184.591422792054,848.945568211627,438.702854614727,116.876881671715,0.217436110987553,1,1,1
"Rgn","ENSMUSG00000023070","MGP_CASTEiJ_G0034570","X","X",2.02910643020717,3.42580927829491,2.02830602472809,30.6745787838371,44.2373030985111,10.9526644822815,0.0661233537719135,1,1,1
"Ribc1","ENSMUSG00000025257","MGP_CASTEiJ_G0035147","X","X",1.97271309436381,2.04066979047499,3.28865368437738,27.2292178854307,25.6633871104103,5.9057745482378,0.12077664875336,1,1,1
"Rlim","ENSMUSG00000056537","MGP_CASTEiJ_G0034951","X","X",25.8045500758854,23.1311158837413,386.600872682098,1917.61120779923,1742.64112123333,322.886995422448,0.201605451151793,1,1,1
"Rp2","ENSMUSG00000060090","MGP_CASTEiJ_G0034568","X","X",3.90129213134271,3.59733616681947,27.9988629408403,225.434167303925,207.732370621035,25.9229538604977,0.124199731015454,1,1,1
"Rpgr","ENSMUSG00000031174","MGP_CASTEiJ_G0034541","X","X",2.13849043371215,2.64536095741471,17.3291175960118,137.761246285627,176.782334809753,15.0732158820271,0.125790946752053,1,1,1
"Rps4x","ENSMUSG00000031320","MGP_CASTEiJ_G0034935","X","X",650.558649155273,723.834653089022,853.152548920952,8776.3288660833,9674.60694381549,1049.58509688327,0.09721064034166,1,1,1
"Rps6ka3","ENSMUSG00000031309","MGP_CASTEiJ_G0035181","X","X",16.0407632099918,18.3133854841694,342.976477048577,992.412614906399,1101.18437604405,423.384597998991,0.345598667224645,1,1,1
"Rragb","ENSMUSG00000041658","MGP_CASTEiJ_G0035159","X","X",1.4480627816048,1.70549049755981,3.25657772481758,29.2842192289888,30.7575717127948,7.58807119291901,0.11120589213435,1,1,1
"S100g","ENSMUSG00000040808","MGP_CASTEiJ_G0035202","X","X",1147.83113427623,1319.97744099039,730.829804340054,4778.75964018586,5512.74212770151,823.149589052342,0.15293294900089,1,1,1
"Sat1","ENSMUSG00000025283","MGP_CASTEiJ_G0035168","X","X",66.5942923485737,73.6592218253638,210.653197630327,1636.08246762303,1804.92000704533,237.735915655658,0.128754632971755,1,1,1
"Sh3bgrl","ENSMUSG00000031246","MGP_CASTEiJ_G0034985","X","X",34.568401907128,35.9055867107394,265.47888067944,870.078833731985,922.047413031597,257.341388952674,0.305120490680982,1,1,1
"Shroom2","ENSMUSG00000045180","MGP_CASTEiJ_G0035154","X","X",4.51039701069727,4.97292022246862,64.5931378047111,306.75868985613,321.774131879224,88.0010405370983,0.210566611283304,1,1,1
"Shroom4","ENSMUSG00000068270","MGP_CASTEiJ_G0034487","X","X",6.80632433041404,8.33226112537649,211.045397520419,393.577687368895,518.907618584318,221.289182640382,0.536222972728149,1,1,1
"Slc10a3","ENSMUSG00000032806","MGP_CASTEiJ_G0034807","X","X",4.78846167859538,7.54853297121359,36.8827469411683,59.8692211849491,135.477052209409,16.9613655343302,0.616055231906716,1,1,1
"Slc16a2","ENSMUSG00000033965","MGP_CASTEiJ_G0034950","X","X",51.7357905586529,35.5037144103481,502.957043116666,1707.33221989314,1251.38606227181,265.649945672269,0.29458651178512,1,1,1
"Slc25a14","ENSMUSG00000031105","MGP_CASTEiJ_G0034660","X","X",3.47174826910928,1.12134484537368,17.7829794276279,69.864139366084,25.3746909626788,3.15874028174068,0.25453658470544,1,1,1
"Slc35a2","ENSMUSG00000031156","MGP_CASTEiJ_G0034511","X","X",14.587479214295,18.3573197951964,58.2543135903852,412.68885967894,506.845781423063,92.4303714482768,0.141157950412583,1,1,1
"Slc6a8","ENSMUSG00000019558","MGP_CASTEiJ_G0034777","X","X",12.6472377590343,11.5828847367969,103.057828873107,556.290024789756,541.805862780854,62.0780866766006,0.18525917108087,1,1,1
"Slc9a6","ENSMUSG00000060681","MGP_CASTEiJ_G0034704","X","X",10.5260807921982,7.7377783580968,68.5522619860261,460.171340141782,343.158249802053,45.4255006537032,0.148971167923897,1,1,1
"Smc1a","ENSMUSG00000041133","MGP_CASTEiJ_G0035148","X","X",11.9590418825028,11.791364840217,110.213340385918,579.402327788721,580.782103692688,99.1595580270015,0.19021901552682,1,1,1
"Sms","ENSMUSG00000071708","MGP_CASTEiJ_G0035174","X","X",20.0318694076114,24.2921919439039,219.426690755724,982.359151059633,1233.80005329034,223.486111804118,0.223367075594539,1,1,1
"Snx12","ENSMUSG00000046032","MGP_CASTEiJ_G0034916","X","X",11.0097544039763,11.1196037077113,125.478326030585,222.220035432583,251.610332036766,102.318298308742,0.564658023685053,1,1,1
"Spin2c","ENSMUSG00000046550","MGP_CASTEiJ_G0035164","X","X",1.31237333144664,2.79253529260324,3.04245903709214,15.0725787354377,36.9809543919096,1.57937014087034,0.201853915676612,1,1,1
"Ssr4","ENSMUSG00000002014","MGP_CASTEiJ_G0034783","X","X",2.47653502126475,2.25316365967658,8.70559123922008,67.9679330191367,62.066949206857,7.69099769672991,0.12808380147104,1,1,1
"Stard8","ENSMUSG00000031216","MGP_CASTEiJ_G0034898","X","X",14.9049240414314,16.5901266261482,111.24936788739,708.372405150924,779.070374988709,133.22068818318,0.157049268264039,1,1,1
"Syap1","ENSMUSG00000031357","MGP_CASTEiJ_G0035200","X","X",35.7681023395861,39.2534172821191,103.582294127237,733.875947677947,799.158417250515,119.932695449645,0.141144146302902,1,1,1
"Sytl4","ENSMUSG00000031255","MGP_CASTEiJ_G0035023","X","X",1.15938400571418,0.851498892718154,13.0083979359615,46.391921124751,40.4647806713447,3.15874028174068,0.280402225658667,1,0,1
"Sytl5","ENSMUSG00000054453","MGP_CASTEiJ_G0034539","X","X",2.17848978498699,1.64624101405937,8.65560231635147,41.4714476361991,36.4035620964467,1.47644363705944,0.208712326424705,1,1,1
"Taf1","ENSMUSG00000031314","MGP_CASTEiJ_G0034927","X","X",1.64658118403764,1.31080858704394,29.4591662919641,109.397535882099,90.6623568154346,19.8113263046382,0.269285464744956,1,1,1
"Taf9b","ENSMUSG00000047242","MGP_CASTEiJ_G0034968","X","X",17.7307929311331,14.9483812315193,97.6229783549556,461.144302277458,406.213106015543,64.8251209430977,0.211697245033331,1,1,1
"Taz","ENSMUSG00000009995","MGP_CASTEiJ_G0034800","X","X",4.99765320191867,4.35185622973772,53.301439337611,234.59230477695,208.021066768766,42.9872458986388,0.227208813981728,1,1,1
"Tbc1d25","ENSMUSG00000039201","MGP_CASTEiJ_G0034525","X","X",9.2489890237063,10.1847380331839,47.2242327562832,211.192520566071,203.11934626487,81.4422343822883,0.223607505747388,1,1,1
"Tbc1d8b","ENSMUSG00000042473","MGP_CASTEiJ_G0035093","X","X",28.3189746989193,35.0224033940309,155.979971327415,1318.70877256086,1628.5031279259,195.263302276074,0.118282349047023,1,1,1
"Tbl1x","ENSMUSG00000025246","MGP_CASTEiJ_G0034837","X","X",6.07091656950193,6.05073680764771,78.0899635094446,350.279251554483,343.472532463979,83.4687831221092,0.222936309138762,1,1,1
"Tceal1","ENSMUSG00000049536","MGP_CASTEiJ_G0035069","X","X",7.60687816056726,6.84308645230762,83.2107174941334,130.613049521203,123.67832468169,68.7043467515147,0.637078131160435,1,1,1
"Tceal8","ENSMUSG00000051579","MGP_CASTEiJ_G0035062","X","X",111.865987396167,145.749792029687,2000.56995214169,866.217202869356,1313.16431533093,2421.89030001238,2.30954770410328,1,1,1
"Tceanc","ENSMUSG00000051224","MGP_CASTEiJ_G0035225","X","X",8.32555770030695,6.28342177159119,69.1202646596304,284.176935625076,223.6629622587,43.0901724024497,0.243229678395938,1,1,1
"Tfe3","ENSMUSG00000000134","MGP_CASTEiJ_G0034506","X","X",9.19684987277745,9.97411758192766,104.588735646745,740.112802726159,761.458779493046,155.023090643931,0.141314587805397,1,1,1
"Timm17b","ENSMUSG00000031158","MGP_CASTEiJ_G0034513","X","X",9.34313323583643,7.67999291989504,5.31695970910548,233.952364964054,181.587823264405,15.0732158820271,0.0227266764750269,1,1,1
"Tktl1","ENSMUSG00000031397","MGP_CASTEiJ_G0034795","X","X",1.16998399492244,5.5498414009033,8.44148362862603,20.5005069469485,114.426689455164,22.8671400825679,0.411769506503962,1,1,1
"Tmem164","ENSMUSG00000047045","MGP_CASTEiJ_G0035118","X","X",191.401766257456,145.42405271858,2577.2701915341,10284.9987273599,7836.98026804233,1935.01862561983,0.250585368054359,1,1,1
"Tmem185a","ENSMUSG00000073139","MGP_CASTEiJ_G0034743","X","X",4.04670847745653,2.73014983936153,16.3649535065163,85.3288305319662,61.226447277858,7.3822181852972,0.191786918963874,1,1,1
"Tmem28","ENSMUSG00000071719","MGP_CASTEiJ_G0034901","X","X",15.4075813529225,10.9995826350659,60.6250421410779,562.71945455827,402.248119489889,42.7813928910169,0.107735820487436,1,1,1
"Tmsb4x","ENSMUSG00000049775","MGP_CASTEiJ_G0035227","X","X",41.0754968856687,24.9156587284569,76.2399502458242,486.54996609604,265.930565351481,75.4690059139464,0.156695006799723,1,1,1
"Trappc2","ENSMUSG00000079317","MGP_CASTEiJ_G0035223","X","X",3.45256207645543,4.25781181522434,19.4253255069173,107.285699340777,125.648024687419,30.5581377792979,0.181061647789754,1,1,1
"Trmt2b","ENSMUSG00000067369","MGP_CASTEiJ_G0035028","X","X",3.05130728654329,2.83853791986076,67.2702513960102,74.554511282522,110.750399077241,21.1848434378867,0.902296188906552,1,1,1
"Tsc22d3","ENSMUSG00000031431","MGP_CASTEiJ_G0035103","X","X",32.5285415879563,28.2945536267601,168.284139699935,1156.39149439203,1006.96754741414,145.20261770357,0.145525231304482,1,1,1
"Tspan7","ENSMUSG00000058254","MGP_CASTEiJ_G0034543","X","X",2.62901997963105,1.5870718345838,22.7139791912947,160.378958008513,95.2753811716001,15.2790688896489,0.141626928328647,1,1,1
"Tspyl2","ENSMUSG00000041096","MGP_CASTEiJ_G0035151","X","X",32.1706831219011,37.1869309089412,134.617164601775,772.596099435836,876.892848461501,171.77860317064,0.174240026192308,1,1,1
"Tsr2","ENSMUSG00000025264","MGP_CASTEiJ_G0035141","X","X",5.34716293759591,5.02652298531105,44.6458370212596,159.022403572602,159.433848947625,32.0345814163573,0.280751869033828,1,1,1
