"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","num_reads_mouse_1_female_mat_bl6","num_reads_mouse_2_female_mat_bl6","num_reads_mouse_4_female_mat_bl6","num_reads_mouse_7_male_mat_bl6","num_reads_mouse_8_male_mat_bl6","num_reads_mouse_1_female_pat_cast","num_reads_mouse_2_female_pat_cast","num_reads_mouse_4_female_pat_cast","num_reads_mouse_7_male_pat_cast","num_reads_mouse_8_male_pat_cast"
"Fam50a","ENSMUSG00000001962","X","MGP_CASTEiJ_G0034803","X",23,35,21,29,29,154,174,122,145,167
"Fam90a1b","ENSMUSG00000043549","X","MGP_CASTEiJ_G0034874","X",0,0,0,0,0,0,0,0,0,1
"Fancb","ENSMUSG00000047757","X","MGP_CASTEiJ_G0035218","X",13,15,12,30,38,9,6,4,5,11
"Fate1","ENSMUSG00000053593","X","MGP_CASTEiJ_G0034754","X",1,0,0,2,2,0,0,0,0,2
"Fgd1","ENSMUSG00000025265","X","MGP_CASTEiJ_G0035140","X",5,12,12,11,20,3,1,0,3,0
"Fgf13","ENSMUSG00000031137","X","MGP_CASTEiJ_G0034718","X",0,0,0,0,0,0,0,0,0,0
"Fgf16","ENSMUSG00000031230","X","MGP_CASTEiJ_G0034961","X",0,0,0,0,0,0,0,0,0,0
"Fhl1","ENSMUSG00000023092","X","MGP_CASTEiJ_G0034705","X",70,123,35,12,17,14,19,9,8,6
"Flna","ENSMUSG00000031328","X","MGP_CASTEiJ_G0034796","X",1128,1292,947,1813,1746,170,214,196,204,223
"Fmr1","ENSMUSG00000000838","X","MGP_CASTEiJ_G0034736","X",154,158,159,159,183,31,42,46,28,55
"Fmr1nb","ENSMUSG00000062170","X","MGP_CASTEiJ_G0034737","X",0,0,0,0,1,0,0,0,0,0
"Foxo4","ENSMUSG00000042903","X","MGP_CASTEiJ_G0034917","X",178,248,145,226,277,18,26,12,33,23
"Foxp3","ENSMUSG00000039521","X","MGP_CASTEiJ_G0034494","X",0,5,3,0,2,4,0,0,0,0
"Foxr2","ENSMUSG00000071665","X","MGP_CASTEiJ_G0035158","X",0,0,0,0,0,0,0,0,0,0
"Frmpd3","ENSMUSG00000042425","X","MGP_CASTEiJ_G0035101","X",0,0,0,0,0,0,0,0,0,0
"Frmpd4","ENSMUSG00000049176","X","MGP_CASTEiJ_G0035231","X",0,0,0,0,0,0,0,0,0,0
"Fthl17a","ENSMUSG00000035491","X","MGP_CASTEiJ_G0034852","X",0,0,0,0,0,0,0,0,0,0
"Ftsj1","ENSMUSG00000031171","X","MGP_CASTEiJ_G0034528","X",171,194,131,148,166,26,24,29,21,27
"Ftx","ENSMUSG00000086370","X","MGP_CASTEiJ_G0007378","X",42,36,34,31,54,22,17,16,4,16
"Fundc1","ENSMUSG00000025040","X","MGP_CASTEiJ_G0034562","X",82,66,36,63,76,0,0,0,0,0
"Fundc2","ENSMUSG00000031198","X","MGP_CASTEiJ_G0034822","X",1,5,13,14,10,17,16,16,16,22
"G6pdx","ENSMUSG00000031400","X","MGP_CASTEiJ_G0034810","X",189,227,140,191,253,34,27,27,25,15
"Gabra3","ENSMUSG00000031343","X","MGP_CASTEiJ_G0034759","X",0,0,0,0,0,0,0,0,0,0
"Gabre","ENSMUSG00000031340","X","MGP_CASTEiJ_G0034757","X",14,15,15,73,109,15,6,16,5,8
"Gabrq","ENSMUSG00000031344","X","MGP_CASTEiJ_G0034760","X",5,1,1,2,0,1,0,0,0,0
"Gata1","ENSMUSG00000031162","X","MGP_CASTEiJ_G0034519","X",0,0,0,0,0,0,0,0,0,0
"Gdi1","ENSMUSG00000015291","X","MGP_CASTEiJ_G0034802","X",287,350,242,203,271,105,149,83,107,115
"Gdpd2","ENSMUSG00000019359","X","MGP_CASTEiJ_G0034912","X",149,81,32,61,66,17,14,4,9,17
"Gemin8","ENSMUSG00000040621","X","MGP_CASTEiJ_G0035220","X",41,54,32,58,58,24,22,21,17,36
"Gja6","ENSMUSG00000055691","X","MGP_CASTEiJ_G0035193","X",1,0,0,0,0,0,0,0,0,0
"Gjb1","ENSMUSG00000047797","X","MGP_CASTEiJ_G0034923","X",33,17,31,13,20,4,2,2,0,1
"Gk","ENSMUSG00000025059","X","MGP_CASTEiJ_G0034854","X",373,375,298,688,769,33,50,50,33,41
"Gla","ENSMUSG00000031266","X","MGP_CASTEiJ_G0035037","X",0,2,0,14,27,40,46,30,61,51
"Glod5","ENSMUSG00000031163","X","MGP_CASTEiJ_G0034520","X",0,0,0,0,0,0,0,0,0,0
"Glra2","ENSMUSG00000018589","X","MGP_CASTEiJ_G0035219","X",0,0,0,0,0,0,0,0,0,0
"Glra4","ENSMUSG00000018595","X","MGP_CASTEiJ_G0035071","X",0,0,1,1,0,0,0,0,0,0
"Gm10112","ENSMUSG00000062226","X","MGP_CASTEiJ_G0034989","X",0,0,0,0,0,0,0,0,0,0
"Gm10477","ENSMUSG00000073173","X","MGP_CASTEiJ_G0034701","X",0,1,0,0,2,0,0,0,0,1
"Gm1141","ENSMUSG00000073130","X","MGP_CASTEiJ_G0034752","X",1,2,2,0,0,0,0,0,0,1
"Gm14379","ENSMUSG00000087252","X","MGP_CASTEiJ_G0015080","X",1,0,0,1,2,0,0,0,0,4
"Gm14493","ENSMUSG00000085587","X","MGP_CASTEiJ_G0004585","X",0,0,0,0,0,0,0,0,0,0
"Gm14549","ENSMUSG00000084990","X","MGP_CASTEiJ_G0004586","X",1,0,0,0,1,0,0,0,0,0
"Gm14565","ENSMUSG00000085635","X","MGP_CASTEiJ_G0007357","X",0,0,0,0,0,0,0,0,0,0
"Gm14569","ENSMUSG00000091556","X","MGP_CASTEiJ_G0034599","X",0,1,2,4,2,0,0,0,0,0
"Gm14582","ENSMUSG00000086704","X","MGP_CASTEiJ_G0004590","X",0,0,0,0,0,0,0,0,0,0
"Gm14634","ENSMUSG00000085891","X","MGP_CASTEiJ_G0015085","X",0,1,1,6,0,0,0,0,0,0
"Gm14635","ENSMUSG00000087591","X","MGP_CASTEiJ_G0007347","X",0,0,0,0,0,0,0,0,0,0
"Gm14636","ENSMUSG00000073274","X","MGP_CASTEiJ_G0015087","X",1,2,1,1,4,0,0,1,1,8
"Gm14662","ENSMUSG00000087565","X","MGP_CASTEiJ_G0004595","X",0,0,0,0,0,0,0,0,0,0
"Gm14664","ENSMUSG00000087401","X","MGP_CASTEiJ_G0007361","X",0,0,0,0,0,0,0,0,0,0
"Gm14684","ENSMUSG00000084944","X","MGP_CASTEiJ_G0007365","X",0,0,0,0,0,0,0,0,0,0
"Gm14696","ENSMUSG00000087369","X","MGP_CASTEiJ_G0007358","X",0,0,0,0,0,0,0,0,0,0
"Gm14697","ENSMUSG00000086948","X","MGP_CASTEiJ_G0004589","X",0,0,0,0,0,0,0,0,0,0
"Gm14703","ENSMUSG00000087644","X","MGP_CASTEiJ_G0004582","X",0,0,0,1,0,0,0,0,0,0
"Gm14705","ENSMUSG00000086676","X","MGP_CASTEiJ_G0004596","X",0,0,0,0,0,0,0,0,0,0
"Gm14707","ENSMUSG00000086104","X","MGP_CASTEiJ_G0004602","X",0,0,0,0,0,0,0,0,0,0
"Gm14715","ENSMUSG00000085598","X","MGP_CASTEiJ_G0007366","X",0,0,0,0,0,0,0,0,0,0
"Gm14718","ENSMUSG00000085808","X","MGP_CASTEiJ_G0004593","X",0,0,0,0,0,0,0,0,0,0
"Gm14762","ENSMUSG00000078314","X","MGP_CASTEiJ_G0007368","X",0,1,0,0,0,0,0,0,0,0
"Gm14764","ENSMUSG00000087232","X","MGP_CASTEiJ_G0004603","X",0,0,0,1,0,0,0,0,0,0
"Gm14773","ENSMUSG00000059972","X","MGP_CASTEiJ_G0007369","X",0,0,0,0,0,0,0,0,0,0
"Gm14798","ENSMUSG00000087640","X","MGP_CASTEiJ_G0004604","X",0,0,0,0,0,0,0,0,0,0
"Gm14808","ENSMUSG00000085553","X","MGP_CASTEiJ_G0004607","X",0,0,0,0,0,0,0,0,0,0
"Gm14809","ENSMUSG00000085053","X","MGP_CASTEiJ_G0007374","X",0,0,0,0,0,0,0,1,0,0
"Gm14812","ENSMUSG00000073051","X","MGP_CASTEiJ_G0007373","X",0,0,0,0,0,0,0,0,0,0
"Gm14817","ENSMUSG00000085669","X","MGP_CASTEiJ_G0015096","X",0,0,0,0,0,0,0,0,0,0
"Gm14820","ENSMUSG00000087193","X","MGP_CASTEiJ_G0004583","X",0,0,0,2,1,0,0,0,0,0
"Gm14858","ENSMUSG00000085568","X","MGP_CASTEiJ_G0015100","X",0,2,0,0,0,0,0,0,0,1
"Gm14862","ENSMUSG00000079694","X","MGP_CASTEiJ_G0034533","X",0,0,0,0,0,0,0,0,0,0
"Gm14866","ENSMUSG00000085314","X","MGP_CASTEiJ_G0015098","X",1,0,1,0,0,0,0,0,0,0
"Gm14902","ENSMUSG00000086736","X","MGP_CASTEiJ_G0007375","X",0,0,0,0,0,0,0,0,0,0
"Gm14929","ENSMUSG00000086431","X","MGP_CASTEiJ_G0007384","X",0,0,0,0,0,0,0,0,0,0
"Gm14936","ENSMUSG00000084963","X","MGP_CASTEiJ_G0007381","X",0,0,0,0,0,0,0,0,0,0
"Gm15008","ENSMUSG00000087155","X","MGP_CASTEiJ_G0004587","X",0,0,0,0,0,0,0,0,0,0
"Gm15046","ENSMUSG00000086441","X","MGP_CASTEiJ_G0007387","X",0,0,0,0,0,0,0,0,0,0
"Gm15063","ENSMUSG00000086937","X","MGP_CASTEiJ_G0004601","X",0,0,0,0,0,0,0,0,0,0
"Gm15138","ENSMUSG00000086286","X","MGP_CASTEiJ_G0007392","X",0,0,0,0,0,0,0,0,0,0
"Gm15156","ENSMUSG00000084932","X","MGP_CASTEiJ_G0004614","X",0,0,0,0,0,0,0,0,0,0
"Gm15169","ENSMUSG00000086188","X","MGP_CASTEiJ_G0004615","X",0,0,0,0,0,0,0,0,0,0
"Gm15201","ENSMUSG00000086034","X","MGP_CASTEiJ_G0015114","X",0,0,0,2,4,0,0,0,0,0
"Gm15202","ENSMUSG00000087571","X","MGP_CASTEiJ_G0004618","X",0,0,0,0,0,0,0,0,0,0
"Gm15226","ENSMUSG00000087677","X","MGP_CASTEiJ_G0007396","X",0,0,0,0,0,0,0,0,0,0
"Gm15228","ENSMUSG00000087340","X","MGP_CASTEiJ_G0007401","X",0,1,0,0,2,1,0,0,0,0
"Gm15230","ENSMUSG00000084920","X","MGP_CASTEiJ_G0007398","X",2,15,3,1,3,0,0,2,2,0
"Gm15232","ENSMUSG00000084806","X","MGP_CASTEiJ_G0007400","X",0,0,3,0,0,0,0,0,0,0
"Gm15239","ENSMUSG00000086258","X","MGP_CASTEiJ_G0004619","X",0,0,0,0,0,0,0,0,0,0
"Gm15241","ENSMUSG00000087505","X","MGP_CASTEiJ_G0004616","X",0,0,0,0,0,0,0,0,0,0
"Gm15243","ENSMUSG00000085695","X","MGP_CASTEiJ_G0004617","X",0,0,0,0,0,0,0,0,0,0
"Gm15245","ENSMUSG00000087587","X","MGP_CASTEiJ_G0007402","X",0,0,0,0,0,0,0,0,0,0
"Gm15246","ENSMUSG00000087159","X","MGP_CASTEiJ_G0015115","X",0,0,0,0,0,0,0,0,0,0
"Gm15261","ENSMUSG00000087201","X","MGP_CASTEiJ_G0004620","X",0,0,2,1,0,0,0,1,0,0
"Gm15295","ENSMUSG00000086426","X","MGP_CASTEiJ_G0004611","X",0,0,0,0,0,0,0,0,0,0
"Gm15384","ENSMUSG00000086573","X","MGP_CASTEiJ_G0004600","X",0,0,0,0,0,0,0,0,0,0
"Gm16189","ENSMUSG00000085284","X","MGP_CASTEiJ_G0004598","X",0,0,0,0,0,0,0,0,0,0
"Gm1720","ENSMUSG00000086860","X","MGP_CASTEiJ_G0007397","X",0,2,2,4,2,0,0,0,0,0
"Gm20489","ENSMUSG00000092463","X","MGP_CASTEiJ_G0034919","X",0,0,0,0,0,0,0,0,0,1
"Gm21986","ENSMUSG00000096056","X","MGP_CASTEiJ_G0015099","X",5,7,3,8,3,0,0,1,1,0
"Gm22023","ENSMUSG00000077542","X","MGP_CASTEiJ_G0038390","X",0,0,0,0,0,0,0,0,0,0
"Gm22090","ENSMUSG00000088960","X","MGP_CASTEiJ_G0037122","X",0,0,0,0,0,0,0,0,0,0
"Gm22139","ENSMUSG00000089372","X","MGP_CASTEiJ_G0037133","X",0,0,0,0,0,0,0,0,0,0
"Gm22248","ENSMUSG00000064416","X","MGP_CASTEiJ_G0037144","X",0,0,0,0,0,0,0,0,0,0
"Gm22266","ENSMUSG00000077199","X","MGP_CASTEiJ_G0038361","X",0,0,0,0,0,0,0,0,0,0
"Gm22332","ENSMUSG00000088697","X","MGP_CASTEiJ_G0038344","X",0,0,0,0,0,0,0,0,0,0
"Gm22359","ENSMUSG00000064818","X","MGP_CASTEiJ_G0037147","X",0,0,0,0,0,0,0,0,0,0
"Gm22364","ENSMUSG00000065031","X","MGP_CASTEiJ_G0037095","X",0,0,0,0,0,0,0,0,0,0
"Gm22430","ENSMUSG00000089171","X","MGP_CASTEiJ_G0038362","X",0,0,0,0,0,0,0,0,0,0
"Gm22472","ENSMUSG00000077303","X","MGP_CASTEiJ_G0037119","X",0,0,0,0,0,0,0,0,0,0
"Gm22522","ENSMUSG00000088896","X","MGP_CASTEiJ_G0038387","X",0,0,0,0,0,0,0,0,0,0
"Gm22539","ENSMUSG00000088792","X","MGP_CASTEiJ_G0038341","X",0,0,0,0,0,0,0,0,0,0
"Gm22590","ENSMUSG00000077435","X","MGP_CASTEiJ_G0038366","X",0,0,0,0,0,0,0,0,0,0
"Gm22592","ENSMUSG00000077430","X","MGP_CASTEiJ_G0038338","X",0,0,0,0,0,0,0,0,0,0
"Gm22686","ENSMUSG00000064781","X","MGP_CASTEiJ_G0037115","X",0,0,0,0,0,0,0,0,0,0
"Gm22783","ENSMUSG00000077277","X","MGP_CASTEiJ_G0037088","X",0,0,0,0,0,0,0,0,0,0
"Gm22785","ENSMUSG00000077275","X","MGP_CASTEiJ_G0038346","X",0,0,0,0,0,0,0,0,0,0
"Gm23000","ENSMUSG00000087708","X","MGP_CASTEiJ_G0037110","X",0,0,0,0,0,0,0,0,0,0
"Gm23082","ENSMUSG00000088477","X","MGP_CASTEiJ_G0038337","X",0,0,0,0,0,0,0,0,0,0
"Gm23124","ENSMUSG00000088275","X","MGP_CASTEiJ_G0037136","X",0,0,0,0,0,0,0,0,0,0
"Gm23199","ENSMUSG00000089437","X","MGP_CASTEiJ_G0037139","X",0,0,0,0,0,0,0,0,0,0
"Gm23258","ENSMUSG00000088944","X","MGP_CASTEiJ_G0037104","X",0,0,0,0,0,0,0,0,0,0
"Gm23277","ENSMUSG00000088539","X","MGP_CASTEiJ_G0038367","X",0,0,0,0,0,0,0,0,0,0
"Gm23280","ENSMUSG00000088530","X","MGP_CASTEiJ_G0038353","X",0,0,0,0,0,0,0,0,0,0
"Gm23320","ENSMUSG00000077650","X","MGP_CASTEiJ_G0038352","X",0,0,0,0,0,0,0,0,0,0
"Gm23322","ENSMUSG00000077652","X","MGP_CASTEiJ_G0037127","X",0,0,0,0,0,0,0,0,0,0
"Gm23325","ENSMUSG00000088047","X","MGP_CASTEiJ_G0038378","X",0,0,0,0,0,0,0,0,0,0
"Gm23378","ENSMUSG00000064876","X","MGP_CASTEiJ_G0037121","X",0,0,0,0,0,0,0,0,0,0
"Gm23404","ENSMUSG00000064477","X","MGP_CASTEiJ_G0038384","X",0,0,0,0,0,0,0,0,0,0
"Gm23454","ENSMUSG00000065266","X","MGP_CASTEiJ_G0038358","X",0,0,0,0,0,0,0,0,0,0
"Gm23557","ENSMUSG00000088445","X","MGP_CASTEiJ_G0035706","X",0,0,0,0,0,0,0,0,0,0
"Gm23586","ENSMUSG00000088282","X","MGP_CASTEiJ_G0038368","X",0,0,0,0,0,0,0,0,0,0
"Gm23613","ENSMUSG00000064530","X","MGP_CASTEiJ_G0038339","X",0,0,0,0,0,0,0,0,0,0
"Gm23615","ENSMUSG00000064536","X","MGP_CASTEiJ_G0038348","X",0,0,0,1,0,0,0,0,0,0
"Gm23628","ENSMUSG00000064398","X","MGP_CASTEiJ_G0037090","X",0,0,0,0,0,0,0,0,0,0
"Gm23656","ENSMUSG00000084575","X","MGP_CASTEiJ_G0037124","X",0,0,0,0,0,0,0,0,0,0
"Gm23768","ENSMUSG00000077628","X","MGP_CASTEiJ_G0038371","X",0,0,0,0,0,0,0,0,0,0
"Gm23786","ENSMUSG00000104536","X","MGP_CASTEiJ_G0038388","X",0,0,0,0,0,0,0,0,0,0
"Gm23958","ENSMUSG00000087832","X","MGP_CASTEiJ_G0037138","X",0,0,0,0,0,0,0,0,0,0
"Gm23985","ENSMUSG00000087765","X","MGP_CASTEiJ_G0038363","X",0,0,0,0,0,0,0,0,0,0
"Gm24038","ENSMUSG00000064806","X","MGP_CASTEiJ_G0037100","X",0,0,0,0,0,0,0,0,0,0
"Gm24061","ENSMUSG00000088114","X","MGP_CASTEiJ_G0038360","X",0,0,0,0,0,0,0,0,0,0
"Gm24123","ENSMUSG00000077294","X","MGP_CASTEiJ_G0038357","X",0,0,0,0,0,0,0,1,1,1
"Gm24281","ENSMUSG00000077422","X","MGP_CASTEiJ_G0038386","X",0,0,0,0,2,0,0,0,0,0
"Gm24460","ENSMUSG00000064665","X","MGP_CASTEiJ_G0038382","X",0,0,0,0,0,0,0,0,0,0
"Gm24470","ENSMUSG00000077674","X","MGP_CASTEiJ_G0038356","X",0,0,0,0,0,0,0,0,0,0
"Gm24491","ENSMUSG00000065733","X","MGP_CASTEiJ_G0037126","X",0,0,0,0,0,0,0,0,0,0
"Gm24522","ENSMUSG00000065898","X","MGP_CASTEiJ_G0037135","X",0,0,0,0,0,0,0,0,0,0
"Gm24595","ENSMUSG00000084450","X","MGP_CASTEiJ_G0038359","X",0,0,0,0,0,0,0,0,0,0
"Gm24622","ENSMUSG00000064553","X","MGP_CASTEiJ_G0037125","X",0,0,0,0,0,0,0,0,0,0
"Gm24624","ENSMUSG00000064551","X","MGP_CASTEiJ_G0037132","X",0,0,0,0,0,0,0,0,0,0
"Gm24687","ENSMUSG00000088383","X","MGP_CASTEiJ_G0035658","X",0,0,0,0,0,0,0,0,0,0
"Gm24718","ENSMUSG00000088146","X","MGP_CASTEiJ_G0035707","X",0,0,0,0,0,0,0,0,0,0
"Gm24763","ENSMUSG00000065622","X","MGP_CASTEiJ_G0037098","X",0,0,0,0,0,0,0,0,0,0
"Gm24809","ENSMUSG00000093059","X","MGP_CASTEiJ_G0009611","X",0,0,0,0,0,0,0,0,0,0
"Gm24812","ENSMUSG00000093056","X","MGP_CASTEiJ_G0009618","X",0,0,0,0,0,0,0,0,0,0
"Gm24831","ENSMUSG00000080428","X","MGP_CASTEiJ_G0037130","X",0,0,0,0,0,0,0,0,0,0
"Gm24907","ENSMUSG00000080582","X","MGP_CASTEiJ_G0038381","X",0,1,1,3,2,0,0,0,0,1
"Gm25006","ENSMUSG00000065747","X","MGP_CASTEiJ_G0037116","X",0,0,0,0,0,0,0,0,0,0
"Gm25097","ENSMUSG00000077230","X","MGP_CASTEiJ_G0037140","X",0,0,0,0,0,0,0,0,0,0
"Gm25107","ENSMUSG00000084421","X","MGP_CASTEiJ_G0038380","X",0,0,0,0,0,0,0,0,0,0
"Gm25170","ENSMUSG00000077379","X","MGP_CASTEiJ_G0038370","X",0,0,0,0,0,0,0,0,0,0
"Gm25202","ENSMUSG00000064772","X","MGP_CASTEiJ_G0037086","X",0,0,0,0,0,0,0,0,0,0
"Gm25226","ENSMUSG00000088823","X","MGP_CASTEiJ_G0038347","X",0,0,0,0,1,0,0,0,0,0
"Gm25421","ENSMUSG00000077406","X","MGP_CASTEiJ_G0037113","X",0,0,0,0,0,0,0,0,0,0
"Gm25429","ENSMUSG00000088232","X","MGP_CASTEiJ_G0038383","X",0,0,0,0,0,0,0,0,0,0
"Gm25481","ENSMUSG00000065155","X","MGP_CASTEiJ_G0037083","X",0,0,0,0,0,0,0,0,0,0
"Gm25520","ENSMUSG00000089014","X","MGP_CASTEiJ_G0038351","X",0,0,0,0,0,0,0,0,0,0
"Gm25552","ENSMUSG00000088706","X","MGP_CASTEiJ_G0037085","X",0,0,0,0,0,0,0,0,0,0
"Gm25624","ENSMUSG00000087847","X","MGP_CASTEiJ_G0035705","X",0,0,0,0,0,0,0,0,0,0
"Gm25651","ENSMUSG00000065716","X","MGP_CASTEiJ_G0038392","X",0,0,0,0,0,0,0,0,0,0
"Gm25770","ENSMUSG00000089191","X","MGP_CASTEiJ_G0038375","X",0,0,0,2,0,0,0,0,0,0
"Gm25795","ENSMUSG00000077609","X","MGP_CASTEiJ_G0038385","X",0,0,0,0,0,0,0,0,0,0
"Gm25812","ENSMUSG00000064685","X","MGP_CASTEiJ_G0037092","X",0,0,0,0,0,0,0,0,0,0
"Gm25828","ENSMUSG00000087712","X","MGP_CASTEiJ_G0037120","X",0,0,0,0,0,0,0,0,0,0
"Gm25895","ENSMUSG00000065648","X","MGP_CASTEiJ_G0037146","X",0,0,0,0,0,0,0,0,0,0
"Gm25915","ENSMUSG00000077453","X","MGP_CASTEiJ_G0038377","X",0,0,0,0,0,0,0,0,0,0
"Gm26000","ENSMUSG00000088616","X","MGP_CASTEiJ_G0037118","X",0,0,0,0,0,0,0,0,0,0
"Gm26007","ENSMUSG00000089423","X","MGP_CASTEiJ_G0037152","X",0,0,0,0,0,0,0,0,0,0
"Gm26020","ENSMUSG00000084678","X","MGP_CASTEiJ_G0037123","X",0,0,0,0,0,0,0,0,0,0
"Gm26029","ENSMUSG00000089284","X","MGP_CASTEiJ_G0038369","X",0,0,0,0,0,0,0,0,0,0
"Gm26099","ENSMUSG00000087873","X","MGP_CASTEiJ_G0037096","X",0,0,0,0,0,0,0,0,0,0
"Gm26108","ENSMUSG00000065907","X","MGP_CASTEiJ_G0037129","X",0,0,0,0,0,0,0,0,0,0
"Gm26111","ENSMUSG00000065903","X","MGP_CASTEiJ_G0037109","X",0,0,0,0,0,0,0,0,0,0
"Gm26131","ENSMUSG00000064659","X","MGP_CASTEiJ_G0037093","X",0,0,0,0,0,0,0,0,0,0
"Gm26174","ENSMUSG00000089040","X","MGP_CASTEiJ_G0035657","X",0,0,0,0,0,0,0,0,0,0
"Gm26182","ENSMUSG00000088313","X","MGP_CASTEiJ_G0038365","X",0,0,0,0,0,0,0,0,0,0
"Gm26276","ENSMUSG00000087724","X","MGP_CASTEiJ_G0038343","X",0,0,0,0,0,0,0,0,0,0
"Gm26312","ENSMUSG00000088394","X","MGP_CASTEiJ_G0037103","X",0,0,0,0,0,0,0,0,0,0
"Gm26314","ENSMUSG00000065825","X","MGP_CASTEiJ_G0037084","X",0,0,0,0,0,0,0,0,0,0
"Gm26351","ENSMUSG00000088157","X","MGP_CASTEiJ_G0035656","X",0,0,0,0,0,0,0,0,0,0
"Gm26368","ENSMUSG00000088451","X","MGP_CASTEiJ_G0038391","X",0,0,0,0,0,0,0,0,0,0
"Gm26401","ENSMUSG00000089127","X","MGP_CASTEiJ_G0038336","X",0,0,0,0,0,0,0,0,0,0
"Gm26417","ENSMUSG00000077462","X","MGP_CASTEiJ_G0038350","X",0,0,0,0,0,0,0,0,0,0
"Gm26437","ENSMUSG00000064529","X","MGP_CASTEiJ_G0037097","X",0,0,0,0,0,0,0,0,0,0
"Gm26441","ENSMUSG00000064524","X","MGP_CASTEiJ_G0037143","X",0,0,0,0,0,0,0,0,0,0
"Gm26487","ENSMUSG00000088647","X","MGP_CASTEiJ_G0037107","X",0,0,0,0,0,0,0,0,0,0
"Gm26618","ENSMUSG00000097342","X","MGP_CASTEiJ_G0035972","X",0,0,0,0,0,0,0,0,0,0
"Gm26726","ENSMUSG00000097110","X","MGP_CASTEiJ_G0004599","X",0,0,0,0,0,0,0,0,0,0
"Gm26952","ENSMUSG00000097953","X","MGP_CASTEiJ_G0004609","X",0,0,0,0,0,0,0,0,0,0
"Gm26992","ENSMUSG00000098078","X","MGP_CASTEiJ_G0034948","X",0,0,0,0,0,0,0,0,0,0
"Gm27191","ENSMUSG00000098311","X","MGP_CASTEiJ_G0007391","X",0,0,0,0,0,0,0,0,0,0
"Gm27414","ENSMUSG00000098405","X","MGP_CASTEiJ_G0035708","X",0,0,0,0,0,0,0,0,0,0
"Gm28269","ENSMUSG00000101818","X","MGP_CASTEiJ_G0034589","X",2,1,4,11,23,0,0,0,3,1
"Gm28579","ENSMUSG00000100780","X","MGP_CASTEiJ_G0007383","X",0,0,0,0,0,0,0,0,0,0
"Gm28730","ENSMUSG00000101603","X","MGP_CASTEiJ_G0007359","X",1,2,3,3,0,0,0,0,0,0
"Gm36995","ENSMUSG00000103436","X","MGP_CASTEiJ_G0015082","X",0,4,0,0,0,0,0,1,0,1
"Gm379","ENSMUSG00000093916","X","MGP_CASTEiJ_G0034982","X",0,0,0,0,0,0,0,0,0,0
"Gm382","ENSMUSG00000062791","X","MGP_CASTEiJ_G0035014","X",0,0,0,0,0,0,0,0,0,0
"Gm5127","ENSMUSG00000073010","X","MGP_CASTEiJ_G0034971","X",0,0,0,0,0,0,0,0,0,0
"Gm5938","ENSMUSG00000079521","X","MGP_CASTEiJ_G0034840","X",0,0,0,0,0,0,0,0,0,0
"Gm5941","ENSMUSG00000071726","X","MGP_CASTEiJ_G0034885","X",0,0,0,0,0,0,0,0,0,0
"Gm614","ENSMUSG00000090141","X","MGP_CASTEiJ_G0034918","X",0,0,0,2,0,0,0,0,0,0
"Gm6377","ENSMUSG00000048621","X","MGP_CASTEiJ_G0034986","X",2,0,0,4,6,0,1,0,1,1
"Gm648","ENSMUSG00000064016","X","MGP_CASTEiJ_G0034702","X",0,0,0,3,0,0,0,0,0,0
"Gm6760","ENSMUSG00000079579","X","MGP_CASTEiJ_G0034728","X",0,0,0,0,0,0,0,0,0,0
"Gm6787","ENSMUSG00000086404","X","MGP_CASTEiJ_G0015084","X",0,0,0,1,0,0,0,0,0,1
"Gm6938","ENSMUSG00000087586","X","MGP_CASTEiJ_G0007353","X",0,0,0,0,0,0,0,0,0,0
"Gm7073","ENSMUSG00000079583","X","MGP_CASTEiJ_G0034722","X",0,0,0,0,0,0,0,0,0,0
"Gm7598","ENSMUSG00000087390","X","MGP_CASTEiJ_G0007356","X",1,3,3,0,4,0,0,0,1,0
"Gm773","ENSMUSG00000073177","X","MGP_CASTEiJ_G0034698","X",0,0,0,0,0,1,0,1,0,0
"Gm8817","ENSMUSG00000086008","X","MGP_CASTEiJ_G0007399","X",0,0,0,0,0,0,0,0,0,0
"Gm9","ENSMUSG00000073243","X","MGP_CASTEiJ_G0034614","X",0,0,0,0,0,0,0,0,0,0
"Gnl3l","ENSMUSG00000025266","X","MGP_CASTEiJ_G0035139","X",62,74,50,44,51,18,28,15,31,26
"Gpc3","ENSMUSG00000055653","X","MGP_CASTEiJ_G0034680","X",26,25,25,18,24,6,0,1,2,4
"Gpc4","ENSMUSG00000031119","X","MGP_CASTEiJ_G0034679","X",90,90,67,118,128,26,27,48,16,22
"Gpkow","ENSMUSG00000031148","X","MGP_CASTEiJ_G0034502","X",322,450,243,363,370,46,75,47,44,58
"Gpm6b","ENSMUSG00000031342","X","MGP_CASTEiJ_G0035221","X",62,66,54,83,83,16,24,17,25,29
"Gpr101","ENSMUSG00000036357","X","MGP_CASTEiJ_G0034715","X",0,0,0,0,0,0,0,0,0,0
"Gpr119","ENSMUSG00000051209","X","MGP_CASTEiJ_G0034661","X",0,0,0,0,0,0,0,0,0,0
"Gpr143","ENSMUSG00000025333","X","MGP_CASTEiJ_G0035155","X",0,0,0,0,0,0,0,0,0,0
"Gpr165","ENSMUSG00000031210","X","MGP_CASTEiJ_G0034891","X",0,0,0,0,0,0,0,0,0,0
