"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","num_reads_mouse_1_female_mat_bl6","num_reads_mouse_2_female_mat_bl6","num_reads_mouse_4_female_mat_bl6","num_reads_mouse_7_male_mat_bl6","num_reads_mouse_8_male_mat_bl6","num_reads_mouse_1_female_pat_cast","num_reads_mouse_2_female_pat_cast","num_reads_mouse_4_female_pat_cast","num_reads_mouse_7_male_pat_cast","num_reads_mouse_8_male_pat_cast"
"0610006L08Rik","ENSMUSG00000108652","7","MGP_CASTEiJ_G0007037","7",0,0,0,0,0,0,0,0,0,0
"0610009B22Rik","ENSMUSG00000007777","11","MGP_CASTEiJ_G0017589","11",14,15,9,17,21,10,11,20,17,21
"0610009E02Rik","ENSMUSG00000086714","2","MGP_CASTEiJ_G0014716","2",0,0,0,0,0,0,0,0,0,0
"0610009L18Rik","ENSMUSG00000043644","11","MGP_CASTEiJ_G0018798","11",1,3,2,4,7,0,2,3,6,0
"0610010K14Rik","ENSMUSG00000020831","11","MGP_CASTEiJ_G0017895","11",10,3,2,2,2,0,6,4,3,7
"0610012D04Rik","ENSMUSG00000089755","17","MGP_CASTEiJ_G0003306","17",3,0,1,4,1,0,0,4,1,0
"0610012G03Rik","ENSMUSG00000107002","16","MGP_CASTEiJ_G0021984","16",18,9,13,11,15,0,0,0,0,0
"0610025J13Rik","ENSMUSG00000046683","4","MGP_CASTEiJ_G0003796","4",3,1,0,1,4,2,5,8,4,0
"0610030E20Rik","ENSMUSG00000058706","6","MGP_CASTEiJ_G0029960","6",126,120,77,119,151,121,111,94,145,157
"0610031O16Rik","ENSMUSG00000099146","3","MGP_CASTEiJ_G0003727","3",0,0,0,0,0,0,0,0,0,0
"0610033M10Rik","ENSMUSG00000108236","6","MGP_CASTEiJ_G0006792","6",0,0,1,0,5,0,0,0,0,0
"0610038B21Rik","ENSMUSG00000097882","8","MGP_CASTEiJ_G0004442","8",2,0,3,0,0,0,1,0,0,0
"0610039K10Rik","ENSMUSG00000058812","2","MGP_CASTEiJ_G0003570","2",2,11,7,6,4,5,5,5,9,2
"0610040B10Rik","ENSMUSG00000089889","5","MGP_CASTEiJ_G0004090","5",1,2,0,0,1,1,2,2,1,2
"0610040F04Rik","ENSMUSG00000087341","6","MGP_CASTEiJ_G0004206","6",0,0,0,0,0,0,0,0,1,0
"0610040J01Rik","ENSMUSG00000060512","5","MGP_CASTEiJ_G0028671","5",54,59,23,46,58,73,78,44,61,65
"0610043K17Rik","ENSMUSG00000087361","4","MGP_CASTEiJ_G0006326","4",0,0,0,0,0,1,0,0,0,0
"1110002E22Rik","ENSMUSG00000090066","3","MGP_CASTEiJ_G0027078","3",0,2,1,0,0,0,0,0,0,1
"1110002J07Rik","ENSMUSG00000097134","10","MGP_CASTEiJ_G0004987","10",0,0,0,1,1,0,0,0,0,0
"1110002L01Rik","ENSMUSG00000071456","12","MGP_CASTEiJ_G0003015","12",18,11,13,12,10,6,2,1,3,1
"1110002O04Rik","ENSMUSG00000102531","1","MGP_CASTEiJ_G0004666","1",0,0,0,0,0,0,0,0,0,0
"1110004F10Rik","ENSMUSG00000030663","7","MGP_CASTEiJ_G0031914","7",124,104,68,116,113,14,28,19,15,32
"1110006O24Rik","ENSMUSG00000107121","5","MGP_CASTEiJ_G0006610","5",1,1,0,0,2,3,4,2,0,3
"1110008E08Rik","ENSMUSG00000046119","16","MGP_CASTEiJ_G0005535","16",0,0,0,0,0,0,0,0,0,0
"1110015O18Rik","ENSMUSG00000098659","3","MGP_CASTEiJ_G0005966","3",0,0,0,0,0,0,0,0,0,0
"1110017D15Rik","ENSMUSG00000028441","4","MGP_CASTEiJ_G0027317","4",0,0,0,0,0,0,0,1,0,0
"1110020A21Rik","ENSMUSG00000097047","17","MGP_CASTEiJ_G0005616","17",9,6,3,14,10,6,4,3,3,5
"1110025L11Rik","ENSMUSG00000068073","16","MGP_CASTEiJ_G0022261","16",0,0,0,0,0,0,0,0,0,0
"1110028F11Rik","ENSMUSG00000085972","11","MGP_CASTEiJ_G0035749","11",0,0,0,0,0,0,0,0,0,0
"1110028F18Rik","ENSMUSG00000099139","8","MGP_CASTEiJ_G0007200","8",0,0,0,0,1,0,0,0,0,2
"1110032A03Rik","ENSMUSG00000037971","9","MGP_CASTEiJ_G0033795","9",125,142,76,134,132,69,82,44,66,63
"1110032F04Rik","ENSMUSG00000046999","3","MGP_CASTEiJ_G0026453","3",0,0,0,0,0,0,0,0,0,0
"1110035H17Rik","ENSMUSG00000099098","7","MGP_CASTEiJ_G0004302","7",10,13,12,5,9,6,17,11,8,10
"1110038B12Rik","ENSMUSG00000092203","17","MGP_CASTEiJ_G0014664","17",186,149,143,575,575,184,151,202,543,626
"1110038F14Rik","ENSMUSG00000063236","15","MGP_CASTEiJ_G0021276","15",186,207,125,181,170,166,193,177,180,160
"1110051M20Rik","ENSMUSG00000040591","2","MGP_CASTEiJ_G0025335","2",21,25,14,15,12,18,23,14,7,12
"1110059E24Rik","ENSMUSG00000035171","19","MGP_CASTEiJ_G0024181","19",47,46,36,53,53,52,58,57,38,52
"1110059G10Rik","ENSMUSG00000032551","9","MGP_CASTEiJ_G0034456","9",8,3,0,8,3,104,89,90,71,63
"1190005I06Rik","ENSMUSG00000043687","8","MGP_CASTEiJ_G0033214","8",0,0,0,0,0,0,0,0,0,0
"1190007I07Rik","ENSMUSG00000063320","10","MGP_CASTEiJ_G0016942","10",10,13,11,22,17,0,0,0,0,0
"1200007C13Rik","ENSMUSG00000087684","2","MGP_CASTEiJ_G0005933","2",18,16,9,18,8,5,5,3,4,1
"1300002E11Rik","ENSMUSG00000097290","16","MGP_CASTEiJ_G0005505","16",30,20,14,16,21,23,41,35,24,30
"1300017J02Rik","ENSMUSG00000033688","9","MGP_CASTEiJ_G0034192","9",0,0,1,2,0,0,0,0,1,0
"1500002C15Rik","ENSMUSG00000096221","4","MGP_CASTEiJ_G0003898","4",11,10,2,9,5,10,8,5,13,6
"1500002F19Rik","ENSMUSG00000097595","7","MGP_CASTEiJ_G0007110","7",0,1,0,1,0,0,2,0,1,0
"1500009C09Rik","ENSMUSG00000068099","15","MGP_CASTEiJ_G0021396","15",0,0,1,6,7,0,1,0,3,4
"1500009L16Rik","ENSMUSG00000087651","10","MGP_CASTEiJ_G0016921","10",0,0,0,0,0,1,4,0,2,1
"1500011B03Rik","ENSMUSG00000072694","5","MGP_CASTEiJ_G0029050","5",16,34,16,11,25,68,52,54,31,45
"1500012K07Rik","ENSMUSG00000097247","7","MGP_CASTEiJ_G0014994","7",0,0,0,0,0,0,0,0,0,0
"1500015A07Rik","ENSMUSG00000098702","18","MGP_CASTEiJ_G0003335","18",23,30,23,21,28,29,31,18,30,35
"1500015L24Rik","ENSMUSG00000094732","19","MGP_CASTEiJ_G0005673","19",0,2,0,0,0,0,0,0,3,2
"1500026H17Rik","ENSMUSG00000097383","10","MGP_CASTEiJ_G0005002","10",1,1,0,2,3,4,0,2,7,3
"1500035N22Rik","ENSMUSG00000059631","5","MGP_CASTEiJ_G0006434","5",0,0,0,0,0,1,0,0,0,0
"1520401A03Rik","ENSMUSG00000043747","17","MGP_CASTEiJ_G0022497","17",0,0,4,1,1,0,2,0,1,4
"1600002D24Rik","ENSMUSG00000117232","16","MGP_CASTEiJ_G0005541","16",1,0,0,0,1,0,0,0,0,0
"1600012H06Rik","ENSMUSG00000050088","17","MGP_CASTEiJ_G0022411","17",23,10,15,14,21,27,38,23,18,32
"1600012P17Rik","ENSMUSG00000047661","1","MGP_CASTEiJ_G0004869","1",0,0,0,0,0,0,0,0,0,0
"1600014C23Rik","ENSMUSG00000094690","17","MGP_CASTEiJ_G0023006","17",1,0,0,0,0,0,0,0,2,0
"1600017P15Rik","ENSMUSG00000102505","3","MGP_CASTEiJ_G0009392","3",0,0,0,0,0,0,0,0,0,0
"1600019K03Rik","ENSMUSG00000099429","16","MGP_CASTEiJ_G0005516","16",0,0,0,0,0,0,0,0,0,0
"1600020E01Rik","ENSMUSG00000097048","6","MGP_CASTEiJ_G0004182","6",23,16,18,14,18,54,41,50,29,37
"1600025M17Rik","ENSMUSG00000085114","X","MGP_CASTEiJ_G0007360","X",0,0,0,0,0,0,0,0,0,0
"1700001C19Rik","ENSMUSG00000047150","17","MGP_CASTEiJ_G0023050","17",0,0,0,0,0,0,0,0,0,1
"1700001D01Rik","ENSMUSG00000099419","8","MGP_CASTEiJ_G0007151","8",0,0,0,2,2,4,0,1,0,2
"1700001G01Rik","ENSMUSG00000087170","18","MGP_CASTEiJ_G0005630","18",0,0,0,0,0,0,0,0,0,0
"1700001G11Rik","ENSMUSG00000085984","14","MGP_CASTEiJ_G0014584","14",0,0,0,0,0,1,2,0,3,0
"1700001J04Rik","ENSMUSG00000086135","11","MGP_CASTEiJ_G0002987","11",0,0,0,0,0,0,0,0,0,0
"1700001K19Rik","ENSMUSG00000056508","12","MGP_CASTEiJ_G0019402","12",4,6,3,17,18,2,2,7,6,18
"1700001L05Rik","ENSMUSG00000075511","15","MGP_CASTEiJ_G0005471","15",8,9,3,14,19,2,3,1,2,1
"1700001L19Rik","ENSMUSG00000021534","13","MGP_CASTEiJ_G0019994","13",0,0,0,1,1,0,0,2,0,0
"1700001N15Rik","ENSMUSG00000106210","3","MGP_CASTEiJ_G0006192","3",0,0,0,0,0,0,0,0,0,0
"1700001O22Rik","ENSMUSG00000044320","2","MGP_CASTEiJ_G0024769","2",0,0,0,0,0,0,0,0,1,2
"1700001P01Rik","ENSMUSG00000018543","11","MGP_CASTEiJ_G0018349","11",2,4,2,3,13,6,0,7,5,11
"1700003D09Rik","ENSMUSG00000085944","11","MGP_CASTEiJ_G0014519","11",0,0,0,0,0,0,0,0,0,0
"1700003E16Rik","ENSMUSG00000030030","6","MGP_CASTEiJ_G0030013","6",16,20,11,16,13,6,16,10,16,17
"1700003E24Rik","ENSMUSG00000095110","X","MGP_CASTEiJ_G0007372","X",0,0,0,0,0,0,0,0,0,0
"1700003F12Rik","ENSMUSG00000038523","2","MGP_CASTEiJ_G0025896","2",0,0,0,0,1,0,0,1,0,0
"1700003G18Rik","ENSMUSG00000087621","7","MGP_CASTEiJ_G0015002","7",0,0,0,0,0,0,0,0,0,0
"1700003H04Rik","ENSMUSG00000039174","3","MGP_CASTEiJ_G0027010","3",0,0,0,0,0,0,0,0,0,0
"1700003I16Rik","ENSMUSG00000107526","6","MGP_CASTEiJ_G0006932","6",0,0,0,0,0,0,0,0,0,0
"1700003I22Rik","ENSMUSG00000100372","1","MGP_CASTEiJ_G0004699","1",0,0,0,0,0,0,0,0,0,0
"1700003L19Rik","ENSMUSG00000101565","16","MGP_CASTEiJ_G0005499","16",0,0,0,0,0,0,0,0,0,0
"1700003M07Rik","ENSMUSG00000085389","4","MGP_CASTEiJ_G0006367","4",0,0,0,0,0,0,0,0,0,0
"1700003P14Rik","ENSMUSG00000100727","13","MGP_CASTEiJ_G0005372","13",0,0,0,0,0,0,0,0,0,0
"1700006A11Rik","ENSMUSG00000027973","3","MGP_CASTEiJ_G0027009","3",0,0,0,0,0,0,0,0,0,0
"1700006F04Rik","ENSMUSG00000100274","14","MGP_CASTEiJ_G0005434","14",0,0,0,0,0,0,0,0,0,0
"1700006H21Rik","ENSMUSG00000102000","13","MGP_CASTEiJ_G0005363","13",0,0,0,0,0,0,0,0,0,1
"1700006J14Rik","ENSMUSG00000034764","10","MGP_CASTEiJ_G0014455","10",0,0,0,0,0,0,0,0,0,0
"1700007F19Rik","ENSMUSG00000100666","3","MGP_CASTEiJ_G0006048","3",0,0,0,0,0,0,0,0,0,0
"1700007J10Rik","ENSMUSG00000086330","11","MGP_CASTEiJ_G0014489","11",8,11,9,2,5,8,10,7,0,2
"1700007K13Rik","ENSMUSG00000026831","2","MGP_CASTEiJ_G0024718","2",0,0,0,0,0,0,0,0,1,0
"1700007L15Rik","ENSMUSG00000097318","16","MGP_CASTEiJ_G0005515","16",1,2,0,3,0,0,1,2,2,2
"1700007M16Rik","ENSMUSG00000086613","2","MGP_CASTEiJ_G0005952","2",0,0,0,0,0,0,0,0,0,0
"1700007P06Rik","ENSMUSG00000089730","1","MGP_CASTEiJ_G0002709","1",0,0,0,0,0,0,0,0,0,0
"1700008B11Rik","ENSMUSG00000104872","5","MGP_CASTEiJ_G0004045","5",4,7,1,3,2,0,3,2,4,4
"1700008J07Rik","ENSMUSG00000101225","7","MGP_CASTEiJ_G0004381","7",0,0,0,0,0,0,0,0,0,0
"1700008K24Rik","ENSMUSG00000101012","17","MGP_CASTEiJ_G0005598","17",0,0,0,0,0,0,0,0,0,0
"1700008O03Rik","ENSMUSG00000008028","7","MGP_CASTEiJ_G0031194","7",3,0,2,0,0,2,2,0,1,0
"1700008P02Rik","ENSMUSG00000069118","3","MGP_CASTEiJ_G0026219","3",0,0,0,0,0,0,0,0,0,0
"1700009C05Rik","ENSMUSG00000101404","6","MGP_CASTEiJ_G0006826","6",0,0,0,0,0,0,0,0,0,0
"1700009J07Rik","ENSMUSG00000096573","10","MGP_CASTEiJ_G0004992","10",0,0,0,0,0,0,0,0,1,0
"1700009N14Rik","ENSMUSG00000028287","4","MGP_CASTEiJ_G0027293","4",0,0,0,0,0,0,0,0,0,0
"1700010B08Rik","ENSMUSG00000057047","2","MGP_CASTEiJ_G0026137","2",0,0,0,0,0,0,0,0,0,0
"1700010B13Rik","ENSMUSG00000099958","15","MGP_CASTEiJ_G0014613","15",0,0,0,0,0,0,0,0,0,0
"1700010D01Rik","ENSMUSG00000071721","X","MGP_CASTEiJ_G0007371","X",0,0,0,0,0,0,0,0,0,0
"1700010H22Rik","ENSMUSG00000067101","5","MGP_CASTEiJ_G0006547","5",0,0,0,1,0,0,1,0,0,0
"1700010I02Rik","ENSMUSG00000100010","3","MGP_CASTEiJ_G0005969","3",0,0,0,0,0,0,0,0,0,0
"1700010I14Rik","ENSMUSG00000023873","17","MGP_CASTEiJ_G0022383","17",17,10,5,11,11,4,5,5,9,11
"1700010J16Rik","ENSMUSG00000100314","10","MGP_CASTEiJ_G0005016","10",0,0,0,0,0,0,0,0,0,0
"1700010K23Rik","ENSMUSG00000092599","16","MGP_CASTEiJ_G0014636","16",0,0,0,0,0,0,0,0,0,0
"1700010K24Rik","ENSMUSG00000085102","3","MGP_CASTEiJ_G0003693","3",0,0,0,0,0,0,0,0,0,0
"1700010L04Rik","ENSMUSG00000030636","7","MGP_CASTEiJ_G0007050","7",0,0,0,0,2,0,0,0,0,1
"1700011B04Rik","ENSMUSG00000102099","13","MGP_CASTEiJ_G0014568","13",0,0,0,0,0,0,0,0,0,0
"1700011C11Rik","ENSMUSG00000108800","7","MGP_CASTEiJ_G0007019","7",0,0,0,0,0,0,0,0,0,0
"1700011D18Rik","ENSMUSG00000108791","7","MGP_CASTEiJ_G0007041","7",0,0,0,0,0,0,0,0,0,0
"1700011L22Rik","ENSMUSG00000031682","8","MGP_CASTEiJ_G0032826","8",0,0,0,0,2,0,0,0,0,0
"1700011M02Rik","ENSMUSG00000079476","X","MGP_CASTEiJ_G0034943","X",0,0,0,0,0,0,0,0,0,0
"1700012A03Rik","ENSMUSG00000029766","6","MGP_CASTEiJ_G0029648","6",0,0,0,0,0,0,0,0,0,0
"1700012B07Rik","ENSMUSG00000020617","11","MGP_CASTEiJ_G0018643","11",0,0,0,0,0,0,0,0,0,0
"1700012B09Rik","ENSMUSG00000031927","9","MGP_CASTEiJ_G0033364","9",0,0,0,0,5,1,0,0,5,0
"1700012C08Rik","ENSMUSG00000086482","4","MGP_CASTEiJ_G0014886","4",0,0,0,0,0,0,0,0,0,0
"1700012C14Rik","ENSMUSG00000085470","6","MGP_CASTEiJ_G0006749","6",0,0,0,1,0,1,0,0,0,0
"1700012D16Rik","ENSMUSG00000105023","3","MGP_CASTEiJ_G0035860","3",0,0,0,0,0,0,0,0,0,0
"1700012E03Rik","ENSMUSG00000101275","1","MGP_CASTEiJ_G0004809","1",0,0,0,0,0,0,0,0,0,0
"1700012P22Rik","ENSMUSG00000028589","4","MGP_CASTEiJ_G0028208","4",0,0,0,0,0,0,0,0,0,0
"1700013D24Rik","ENSMUSG00000079346","6","MGP_CASTEiJ_G0030336","6",0,0,0,1,0,0,0,1,1,1
"1700013F07Rik","ENSMUSG00000027886","3","MGP_CASTEiJ_G0026937","3",0,0,0,1,0,0,0,0,0,0
"1700013G24Rik","ENSMUSG00000041399","4","MGP_CASTEiJ_G0028111","4",0,0,0,0,0,0,0,0,0,0
"1700013H16Rik","ENSMUSG00000054727","X","MGP_CASTEiJ_G0034695","X",0,0,2,0,1,0,0,0,0,0
"1700013M08Rik","ENSMUSG00000106586","5","MGP_CASTEiJ_G0004003","5",0,0,0,0,0,0,0,0,0,0
"1700013N06Rik","ENSMUSG00000085801","12","MGP_CASTEiJ_G0005256","12",0,0,0,0,0,0,0,0,0,0
"1700014D04Rik","ENSMUSG00000051054","13","MGP_CASTEiJ_G0019908","13",1,2,1,9,12,2,5,6,6,10
"1700014F14Rik","ENSMUSG00000105903","5","MGP_CASTEiJ_G0006487","5",0,0,0,0,0,0,0,0,0,0
"1700015C17Rik","ENSMUSG00000104908","3","MGP_CASTEiJ_G0035861","3",0,0,0,0,0,0,0,0,0,0
"1700015G11Rik","ENSMUSG00000094445","7","MGP_CASTEiJ_G0031342","7",0,0,0,0,0,0,0,0,0,0
"1700015O11Rik","ENSMUSG00000097671","6","MGP_CASTEiJ_G0006871","6",0,0,0,0,0,0,0,0,0,0
"1700016C15Rik","ENSMUSG00000015962","1","MGP_CASTEiJ_G0016192","1",0,1,1,0,0,0,0,1,0,1
"1700016D06Rik","ENSMUSG00000031509","8","MGP_CASTEiJ_G0032374","8",0,0,0,1,0,0,0,0,0,0
"1700016F12Rik","ENSMUSG00000104955","5","MGP_CASTEiJ_G0006538","5",4,4,1,12,0,1,0,0,2,5
"1700016G22Rik","ENSMUSG00000100625","13","MGP_CASTEiJ_G0005278","13",13,3,12,64,108,16,7,22,184,223
"1700016H13Rik","ENSMUSG00000029320","5","MGP_CASTEiJ_G0028912","5",5,8,2,1,1,6,1,3,3,6
"1700016K19Rik","ENSMUSG00000053783","11","MGP_CASTEiJ_G0018032","11",1,0,0,0,1,1,0,0,1,2
"1700016L21Rik","ENSMUSG00000101483","1","MGP_CASTEiJ_G0004753","1",0,0,0,0,0,0,0,0,0,0
"1700016P03Rik","ENSMUSG00000085609","11","MGP_CASTEiJ_G0014497","11",0,2,0,2,4,0,0,2,0,2
"1700017B05Rik","ENSMUSG00000032300","9","MGP_CASTEiJ_G0033867","9",97,142,64,69,82,206,277,224,204,183
"1700017G19Rik","ENSMUSG00000037884","3","MGP_CASTEiJ_G0006023","3",0,0,0,0,0,0,0,0,0,0
"1700017I07Rik","ENSMUSG00000098727","9","MGP_CASTEiJ_G0007294","9",0,0,0,0,0,0,0,0,0,0
"1700017J07Rik","ENSMUSG00000086348","2","MGP_CASTEiJ_G0005938","2",0,0,0,0,0,0,0,0,0,0
"1700017L05Rik","ENSMUSG00000107232","5","MGP_CASTEiJ_G0006521","5",0,0,0,0,0,0,0,0,0,0
"1700017N19Rik","ENSMUSG00000056912","10","MGP_CASTEiJ_G0017022","10",0,0,0,0,0,0,0,0,0,0
"1700018B08Rik","ENSMUSG00000031809","8","MGP_CASTEiJ_G0033223","8",1,0,3,0,1,0,0,0,0,0
"1700018B24Rik","ENSMUSG00000037910","3","MGP_CASTEiJ_G0006030","3",0,0,0,0,0,0,0,0,0,0
"1700018L02Rik","ENSMUSG00000100075","19","MGP_CASTEiJ_G0003357","19",0,2,1,1,2,2,1,1,1,1
"1700019A02Rik","ENSMUSG00000060715","1","MGP_CASTEiJ_G0015367","1",0,0,0,0,1,0,0,0,0,0
"1700019D03Rik","ENSMUSG00000043629","1","MGP_CASTEiJ_G0015365","1",16,14,14,7,22,4,6,11,17,7
"1700019E08Rik","ENSMUSG00000086202","2","MGP_CASTEiJ_G0005759","2",0,0,0,0,0,0,0,0,0,0
"1700019G24Rik","ENSMUSG00000085416","6","MGP_CASTEiJ_G0004104","6",0,0,0,0,0,0,0,0,0,0
"1700019N19Rik","ENSMUSG00000026931","19","MGP_CASTEiJ_G0024477","19",0,0,0,0,0,0,0,0,0,0
"1700020A23Rik","ENSMUSG00000027409","2","MGP_CASTEiJ_G0025682","2",0,2,0,0,0,0,0,1,1,1
"1700020G17Rik","ENSMUSG00000101801","10","MGP_CASTEiJ_G0002789","10",0,0,0,0,0,0,0,0,0,0
"1700020L24Rik","ENSMUSG00000035085","11","MGP_CASTEiJ_G0018157","11",4,7,10,4,10,10,6,5,0,1
"1700020M21Rik","ENSMUSG00000100146","9","MGP_CASTEiJ_G0007342","9",0,0,0,0,0,0,0,0,0,0
"1700020N01Rik","ENSMUSG00000050844","10","MGP_CASTEiJ_G0016405","10",0,0,0,0,0,0,0,0,0,0
"1700020N18Rik","ENSMUSG00000100253","1","MGP_CASTEiJ_G0004775","1",2,1,0,0,3,0,0,2,0,1
"1700021A07Rik","ENSMUSG00000037535","10","MGP_CASTEiJ_G0004965","10",0,0,0,0,0,0,0,0,0,0
"1700021F07Rik","ENSMUSG00000027518","2","MGP_CASTEiJ_G0026133","2",0,0,0,0,0,0,0,0,0,0
"1700021F13Rik","ENSMUSG00000107053","5","MGP_CASTEiJ_G0006630","5",0,0,0,0,0,0,0,0,0,0
"1700021J08Rik","ENSMUSG00000086890","4","MGP_CASTEiJ_G0003817","4",0,0,0,0,0,0,2,1,0,2
"1700021L23Rik","ENSMUSG00000086955","4","MGP_CASTEiJ_G0006350","4",0,0,0,0,0,0,0,0,0,0
"1700021N21Rik","ENSMUSG00000087343","4","MGP_CASTEiJ_G0003848","4",0,0,0,0,0,1,0,0,0,0
"1700021P04Rik","ENSMUSG00000096796","19","MGP_CASTEiJ_G0005676","19",0,2,0,0,0,0,0,0,1,0
"1700022A22Rik","ENSMUSG00000099751","15","MGP_CASTEiJ_G0005456","15",0,0,0,0,0,0,0,0,0,0
"1700022E09Rik","ENSMUSG00000099983","16","MGP_CASTEiJ_G0005529","16",0,0,0,0,0,0,0,0,1,1
"1700022H16Rik","ENSMUSG00000099360","12","MGP_CASTEiJ_G0005204","12",0,0,0,0,0,0,0,0,0,0
"1700022I11Rik","ENSMUSG00000028451","4","MGP_CASTEiJ_G0027333","4",2,1,1,9,2,2,2,4,8,5
"1700022N22Rik","ENSMUSG00000097523","17","MGP_CASTEiJ_G0005561","17",3,6,2,12,5,7,9,1,3,5
"1700023C21Rik","ENSMUSG00000087393","11","MGP_CASTEiJ_G0005167","11",0,0,0,0,0,0,0,0,0,0
"1700023F02Rik","ENSMUSG00000100000","10","MGP_CASTEiJ_G0004985","10",0,0,0,0,0,0,0,0,0,0
"1700023G09Rik","ENSMUSG00000103503","1","MGP_CASTEiJ_G0004937","1",0,0,0,0,0,0,0,0,0,0
"1700023H06Rik","ENSMUSG00000089827","13","MGP_CASTEiJ_G0014572","13",3,3,4,5,1,3,2,6,3,1
"1700024B18Rik","ENSMUSG00000099994","14","MGP_CASTEiJ_G0005436","14",0,0,0,0,0,0,0,0,0,0
"1700024G13Rik","ENSMUSG00000072473","14","MGP_CASTEiJ_G0020404","14",0,3,0,0,1,0,0,0,0,0
"1700025B11Rik","ENSMUSG00000101113","15","MGP_CASTEiJ_G0021287","15",0,0,0,0,0,0,0,0,0,0
"1700025C18Rik","ENSMUSG00000078935","2","MGP_CASTEiJ_G0026063","2",0,0,0,0,0,0,0,0,0,0
"1700025D23Rik","ENSMUSG00000086760","11","MGP_CASTEiJ_G0005175","11",0,0,0,0,0,0,0,0,0,0
"1700025F24Rik","ENSMUSG00000100558","10","MGP_CASTEiJ_G0005021","10",0,0,0,0,0,0,0,0,0,0
"1700025G04Rik","ENSMUSG00000032666","1","MGP_CASTEiJ_G0015931","1",103,92,93,131,112,63,91,124,96,98
"1700025H01Rik","ENSMUSG00000101888","16","MGP_CASTEiJ_G0005513","16",0,0,0,0,0,0,0,0,0,0
"1700025J12Rik","ENSMUSG00000108409","7","MGP_CASTEiJ_G0007082","7",0,0,0,0,0,0,0,0,0,0
"1700025K24Rik","ENSMUSG00000099747","17","MGP_CASTEiJ_G0005601","17",0,0,0,0,0,0,0,0,0,0
"1700025M24Rik","ENSMUSG00000100175","5","MGP_CASTEiJ_G0006502","5",0,0,0,0,0,0,0,0,0,0
"1700025N21Rik","ENSMUSG00000090200","10","MGP_CASTEiJ_G0002777","10",0,0,0,0,0,0,0,0,0,0
"1700025N23Rik","ENSMUSG00000100121","6","MGP_CASTEiJ_G0004130","6",0,0,0,0,0,0,0,0,0,0
"1700025O08Rik","ENSMUSG00000028244","4","MGP_CASTEiJ_G0006247","4",0,0,0,0,0,0,0,0,0,0
"1700026D11Rik","ENSMUSG00000086379","2","MGP_CASTEiJ_G0003524","2",0,0,0,0,0,0,0,0,0,0
"1700026J12Rik","ENSMUSG00000073976","16","MGP_CASTEiJ_G0005522","16",0,0,0,0,0,0,0,0,0,0
"1700026J14Rik","ENSMUSG00000097716","6","MGP_CASTEiJ_G0006781","6",0,0,0,0,0,0,0,0,0,0
"1700027A07Rik","ENSMUSG00000084864","15","MGP_CASTEiJ_G0003178","15",8,21,11,5,7,4,4,1,3,0
"1700027A15Rik","ENSMUSG00000101968","1","MGP_CASTEiJ_G0002593","1",0,0,0,0,0,0,0,0,0,0
"1700027F06Rik","ENSMUSG00000107737","6","MGP_CASTEiJ_G0006889","6",0,0,0,0,0,0,0,0,0,0
"1700027F09Rik","ENSMUSG00000100911","5","MGP_CASTEiJ_G0006492","5",0,0,0,0,0,0,0,0,0,0
"1700027H10Rik","ENSMUSG00000100799","3","MGP_CASTEiJ_G0003622","3",0,0,0,0,0,0,0,0,0,0
"1700027I24Rik","ENSMUSG00000098304","9","MGP_CASTEiJ_G0007245","9",0,0,0,0,0,0,0,0,1,0
"1700028D13Rik","ENSMUSG00000101683","5","MGP_CASTEiJ_G0006596","5",0,0,0,0,0,0,0,0,0,0
"1700028I16Rik","ENSMUSG00000056821","10","MGP_CASTEiJ_G0004996","10",0,0,0,0,0,0,0,0,0,0
"1700028K03Rik","ENSMUSG00000089798","5","MGP_CASTEiJ_G0028953","5",0,0,0,0,0,0,0,0,1,0
"1700028M03Rik","ENSMUSG00000101334","3","MGP_CASTEiJ_G0006078","3",0,0,0,0,0,0,0,0,0,0
"1700028N14Rik","ENSMUSG00000078635","11","MGP_CASTEiJ_G0014523","11",0,1,0,0,0,0,0,0,0,0
"1700028P14Rik","ENSMUSG00000033053","19","MGP_CASTEiJ_G0024188","19",0,0,0,0,0,0,0,0,2,0
"1700028P15Rik","ENSMUSG00000086823","2","MGP_CASTEiJ_G0014808","2",0,0,0,0,0,0,0,0,0,0
"1700029E06Rik","ENSMUSG00000100557","5","MGP_CASTEiJ_G0006485","5",0,0,0,0,0,0,0,0,0,0
"1700029F12Rik","ENSMUSG00000052075","13","MGP_CASTEiJ_G0020117","13",0,0,0,0,0,0,0,0,0,0
"1700029H14Rik","ENSMUSG00000031452","8","MGP_CASTEiJ_G0032399","8",0,0,0,0,0,0,0,0,0,0
"1700029I15Rik","ENSMUSG00000044916","2","MGP_CASTEiJ_G0025352","2",1,11,10,10,8,16,6,6,5,12
"1700029J03Rik","ENSMUSG00000099968","16","MGP_CASTEiJ_G0005538","16",0,0,0,0,0,0,0,0,0,0
"1700029J07Rik","ENSMUSG00000071103","8","MGP_CASTEiJ_G0032594","8",21,19,12,13,17,10,9,10,1,7
"1700029M03Rik","ENSMUSG00000101189","1","MGP_CASTEiJ_G0004885","1",0,0,0,0,0,0,0,0,0,0
"1700029M20Rik","ENSMUSG00000086788","4","MGP_CASTEiJ_G0006383","4",0,0,0,0,0,0,0,0,0,0
