"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","rpm_mouse_1_female_mat_bl6","rpm_mouse_2_female_mat_bl6","rpm_mouse_4_female_mat_bl6","rpm_mouse_7_male_mat_bl6","rpm_mouse_8_male_mat_bl6","rpm_mouse_1_female_pat_cast","rpm_mouse_2_female_pat_cast","rpm_mouse_4_female_pat_cast","rpm_mouse_7_male_pat_cast","rpm_mouse_8_male_pat_cast"
"Col4a6","ENSMUSG00000031273","X","MGP_CASTEiJ_G0035110","X",23.6277877586994,30.4772137627865,12.4116669669489,8.72297035643907,11.028871133768,4.4702065888782,4.56368855563821,0.328865368437738,1.26349611269627,0.885866182235666
"Cox7b","ENSMUSG00000031231","X","MGP_CASTEiJ_G0034964","X",0.85401642501323,0.774844417697963,3.20301083018037,0.792997305130825,1.22543012597422,0,0,0,0,0.295288727411889
"Cpxcr1","ENSMUSG00000072995","X","MGP_CASTEiJ_G0035005","X",0,0,0,0,0,0,0,0,0,0
"Cstf2","ENSMUSG00000031256","X","MGP_CASTEiJ_G0035024","X",4.27008212506615,6.71531828671568,8.00752707545092,7.40130818122103,5.39189255428655,0,0,0,0,0
"Ctag2","ENSMUSG00000031181","X","MGP_CASTEiJ_G0034731","X",0,0,0,0,0,0,0,0,0,0
"Ctps2","ENSMUSG00000031360","X","MGP_CASTEiJ_G0035201","X",55.2263954841889,58.1133313273472,62.8590875422898,58.681800579681,67.1535709033871,6.53337886066813,9.12737711127642,6.57730736875476,5.68573250713323,8.56337309494477
"Cul4b","ENSMUSG00000031095","X","MGP_CASTEiJ_G0034630","X",1.99270499169754,2.58281472565988,2.80263447640782,7.66564061626464,10.2936130581834,12.7228956760379,8.51888530385799,6.57730736875476,2.21111819721848,3.54346472894267
"Cxcr3","ENSMUSG00000050232","X","MGP_CASTEiJ_G0034929","X",0,0.258281472565988,0,0.264332435043608,0.245086025194843,0,0,0,0,0
"Cybb","ENSMUSG00000015340","X","MGP_CASTEiJ_G0034535","X",0,0.258281472565988,0,0,0,0,0.608491807418428,0,0,0
"Cylc1","ENSMUSG00000073001","X","MGP_CASTEiJ_G0034988","X",0,0,0,0,0,0,0,0,0,0
"Cypt1","ENSMUSG00000023257","X","MGP_CASTEiJ_G0034556","X",0,0,0,0,0,0,0,0,0,0
"Cypt14","ENSMUSG00000095240","X","MGP_CASTEiJ_G0034635","X",0,0,0,0,0,0,0,0,0,0
"Cypt15","ENSMUSG00000079619","X","MGP_CASTEiJ_G0034634","X",0,0,0,0,0,0,0,0,0,0
"Cypt2","ENSMUSG00000090132","X","MGP_CASTEiJ_G0034959","X",0,0,0,0,0,0,0,0,0,0
"Cypt3","ENSMUSG00000048573","X","MGP_CASTEiJ_G0034960","X",0,0,0,0,0,0,0,0,0,0
"Cysltr1","ENSMUSG00000052821","X","MGP_CASTEiJ_G0034970","X",0,0,0,0,0,0,0,0,0,0
"Dach2","ENSMUSG00000025592","X","MGP_CASTEiJ_G0035001","X",0,0,0,0,0,0,0,0,0,0
"Dcaf12l1","ENSMUSG00000045284","X","MGP_CASTEiJ_G0034645","X",0.284672141671077,0,0,0,0,1.03158613589497,0.304245903709214,0,0,0
"Dcaf12l2","ENSMUSG00000050926","X","MGP_CASTEiJ_G0034644","X",0,0,0,0,0,0,0,0,0,0
"Dcx","ENSMUSG00000031285","X","MGP_CASTEiJ_G0035124","X",0,0,0,0.264332435043608,0.490172050389687,0,0,0,0,0
"Ddx3x","ENSMUSG00000000787","X","MGP_CASTEiJ_G0034550","X",1044.74675993285,1001.09898766577,1128.26056493104,1171.78568454832,1212.44056663889,112.78675085785,127.174787750451,152.593530955111,31.2715287892327,35.4346472894267
"Dgat2l6","ENSMUSG00000067597","X","MGP_CASTEiJ_G0034906","X",0,0,0,0,0.245086025194843,0,0,0,0,0
"Dgkk","ENSMUSG00000062393","X","MGP_CASTEiJ_G0034488","X",0,0,0.400376353772546,0,0,0,0,0,0,0
"Diaph2","ENSMUSG00000034480","X","MGP_CASTEiJ_G0035018","X",8.25549210846122,9.55641448494154,14.8139250895842,21.9395921086195,20.8323121415617,32.3230322580423,28.5991149486661,36.5040558965889,12.0032130706146,9.74452800459233
"Dkc1","ENSMUSG00000031403","X","MGP_CASTEiJ_G0034818","X",12.5255742335274,15.2386068813933,19.6184413348548,19.560600193227,15.9305916376648,1.37544818119329,2.1297213259645,0.328865368437738,0.631748056348136,1.47644363705944
"Dlg3","ENSMUSG00000000881","X","MGP_CASTEiJ_G0034913","X",38.1460669839243,41.84159855569,40.0376353772546,32.5128895103638,30.6357531493554,52.6108929306434,48.9835904971834,58.2091702134797,48.6446003388065,50.494372387433
"Dmrtc1a","ENSMUSG00000031323","X","MGP_CASTEiJ_G0034942","X",0,0,0,0,0,0,0,0,0,0
"Dnase1l1","ENSMUSG00000019088","X","MGP_CASTEiJ_G0034799","X",34.1606570005292,39.2587838300301,32.4304846555762,26.6975759394044,30.3906671241606,2.75089636238658,2.73821313338293,2.30205757906417,2.52699222539254,1.77173236447133
"Dock11","ENSMUSG00000031093","X","MGP_CASTEiJ_G0034594","X",0,0,0,0,0,0,0,0,0,0
"Drp2","ENSMUSG00000000223","X","MGP_CASTEiJ_G0035031","X",1.42336070835538,0,0,0.264332435043608,1.47051615116906,0,0,0,0,0.295288727411889
"Dusp21","ENSMUSG00000025043","X","MGP_CASTEiJ_G0034563","X",0,0,0,0,0,0,0,0,0,0
"Dusp9","ENSMUSG00000031383","X","MGP_CASTEiJ_G0034775","X",2.27737713336861,1.54968883539593,0.400376353772546,1.85032704530526,1.7156021763639,0.687724090596645,0,1.31546147375095,1.26349611269627,0.885866182235666
"Dynlt3","ENSMUSG00000031176","X","MGP_CASTEiJ_G0034536","X",211.226729119939,208.433148360752,202.990811362681,229.440553617852,237.733444438998,15.4737920384245,12.778327955787,11.1814225268831,8.52859876069984,8.56337309494477
"Ebp","ENSMUSG00000031168","X","MGP_CASTEiJ_G0034526","X",46.4015590923855,66.3783384494588,33.6316137168939,52.602154573678,59.3108180971521,5.84565477007149,10.9528525335317,6.24844200031703,6.31748056348136,7.972795640121
"Eda","ENSMUSG00000059327","X","MGP_CASTEiJ_G0034902","X",2.84672141671077,4.1325035610558,4.00376353772546,3.1719892205233,3.18611832753296,0.687724090596645,2.73821313338293,0.328865368437738,0,2.06702109188322
"Eda2r","ENSMUSG00000034457","X","MGP_CASTEiJ_G0034894","X",0,0.516562945131975,0,0,0,0.343862045298323,0,0,0,0
"Efhc2","ENSMUSG00000025038","X","MGP_CASTEiJ_G0034561","X",0,0,0,0,0.245086025194843,0,0,0,0,0
"Efnb1","ENSMUSG00000031217","X","MGP_CASTEiJ_G0034899","X",129.810496602011,142.054809911293,119.312153424219,103.089649667007,87.2506249693642,11.0035854495463,7.30190168902113,7.89276884250572,10.7397169579183,6.49635200306155
"Egfl6","ENSMUSG00000000402","X","MGP_CASTEiJ_G0035226","X",1470.90095601445,1444.05171311644,1718.014934038,1774.46363644774,1802.36262928288,200.81543445422,212.363640789031,227.903700327353,213.53084304567,269.598608127054
"Eif1ax","ENSMUSG00000067194","X","MGP_CASTEiJ_G0035182","X",108.46008597668,122.167136523712,106.500110103497,89.3443630447396,92.6425175236508,23.7264811255843,11.5613443409501,17.7587298956379,14.8460793241812,21.8513658284798
"Eif2c5","ENSMUSG00000085146","X","MGP_CASTEiJ_G0007388","X",0,0,0,0,0.245086025194843,0,0,0,0,0
"Eif2s3x","ENSMUSG00000035150","X","MGP_CASTEiJ_G0034872","X",14.2336070835538,16.7882957167892,26.0244629952155,17.4459407128781,12.499387284937,42.9827556622903,43.2029183267084,34.8597290544002,15.1619533523553,17.7173236447133
"Elf4","ENSMUSG00000031103","X","MGP_CASTEiJ_G0034656","X",12.5255742335274,13.9471995185633,9.60903249054111,5.28664870087217,9.80344100779373,5.84565477007149,5.78067217047506,2.30205757906417,1.26349611269627,1.77173236447133
"Elk1","ENSMUSG00000009406","X","MGP_CASTEiJ_G0034580","X",13.3795906585406,13.1723551008654,16.4154305046744,11.6306271419188,12.9895593353267,3.78248249828155,5.17218036305664,5.91957663187929,3.79048833808882,5.01990836600211
"Emd","ENSMUSG00000001964","X","MGP_CASTEiJ_G0034797","X",19.0730334919621,20.920799277845,25.624086641443,15.3312812325293,14.7051615116906,6.18951681536981,5.47642626676585,4.93298052656607,4.42223639443695,5.01990836600211
"Enox2","ENSMUSG00000031109","X","MGP_CASTEiJ_G0034664","X",15.3722956502381,18.5962660247511,11.6109142594038,14.8026163624421,12.2543012597422,2.06317227178994,0.912737711127642,1.97319221062643,0.947622084522204,3.83875345635455
"Eras","ENSMUSG00000031160","X","MGP_CASTEiJ_G0034517","X",0,0.258281472565988,0.400376353772546,0.792997305130825,1.47051615116906,0,0,0,0.315874028174068,0.295288727411889
"Ercc6l","ENSMUSG00000051220","X","MGP_CASTEiJ_G0034934","X",1.13868856668431,1.03312589026395,0.400376353772546,0.792997305130825,1.96068820155875,0,0,0.328865368437738,0.631748056348136,0.885866182235666
"Esx1","ENSMUSG00000023443","X","MGP_CASTEiJ_G0035082","X",0,0,0.400376353772546,0.528664870087217,0.490172050389687,0,0,0,0,0.295288727411889
"Etd","ENSMUSG00000060967","X","MGP_CASTEiJ_G0034688","X",0,0,0,0,0,0,0,0,0,0
"F630028O10Rik","ENSMUSG00000078122","X","MGP_CASTEiJ_G0004606","X",0,0,0,0,0.490172050389687,0,0,0,0,0
"F8","ENSMUSG00000031196","X","MGP_CASTEiJ_G0034821","X",0.284672141671077,0.774844417697963,2.40225812263528,2.90765678547969,1.22543012597422,1.03158613589497,0,0,0,0.295288727411889
"F8a","ENSMUSG00000078317","X","MGP_CASTEiJ_G0034768","X",5.97811497509261,9.03985153980957,8.40790342922347,5.81531357095938,6.12715062987108,1.03158613589497,0.912737711127642,0.986596105313215,0,0.295288727411889
"F9","ENSMUSG00000031138","X","MGP_CASTEiJ_G0034719","X",0,0,0,0,0,0,0,0,0,0
"Fam120c","ENSMUSG00000025262","X","MGP_CASTEiJ_G0035143","X",8.82483639180338,9.81469595750753,9.60903249054111,7.66564061626464,4.90172050389687,1.37544818119329,0.304245903709214,2.30205757906417,3.15874028174068,1.18115490964756
"Fam122b","ENSMUSG00000036022","X","MGP_CASTEiJ_G0034685","X",3.700737841724,4.1325035610558,6.80639801413329,2.37899191539247,3.18611832753296,0.343862045298323,0.608491807418428,0.657730736875476,0.947622084522204,0
"Fam122c","ENSMUSG00000036013","X","MGP_CASTEiJ_G0034686","X",0,0,0,0,0,0,0,0,0,0
"Fam199x","ENSMUSG00000042595","X","MGP_CASTEiJ_G0035081","X",40.992788400635,29.1858063999566,38.836506315937,25.9045786342736,23.7733444438998,8.59655113245807,8.21463940014878,10.1948264215699,8.84447278887391,10.0398167320042
"Fam3a","ENSMUSG00000031399","X","MGP_CASTEiJ_G0034808","X",43.5548376756747,47.0072280070098,46.0432806838428,52.3378221386344,61.5165923239057,15.4737920384245,20.3844755485173,15.7855376850114,5.68573250713323,2.36230981929511
"Fam47c","ENSMUSG00000078315","X","MGP_CASTEiJ_G0034845","X",0,0,0,0,0,0,0,0,0,0
"Fam50a","ENSMUSG00000001962","X","MGP_CASTEiJ_G0034803","X",6.54745925843476,9.03985153980957,8.40790342922347,7.66564061626464,7.10749473065046,52.9547549759417,52.9387872454032,40.1215749494041,45.8017340852399,49.3132174777854
"Fam90a1b","ENSMUSG00000043549","X","MGP_CASTEiJ_G0034874","X",0,0,0,0,0,0,0,0,0,0.295288727411889
"Fancb","ENSMUSG00000047757","X","MGP_CASTEiJ_G0035218","X",3.700737841724,3.87422208848982,4.80451624527055,7.92997305130825,9.31326895740405,3.0947584076849,1.82547542225528,1.31546147375095,1.57937014087034,3.24817600153078
"Fate1","ENSMUSG00000053593","X","MGP_CASTEiJ_G0034754","X",0.284672141671077,0,0,0.528664870087217,0.490172050389687,0,0,0,0,0.590577454823778
"Fgd1","ENSMUSG00000025265","X","MGP_CASTEiJ_G0035140","X",1.42336070835538,3.09937767079185,4.80451624527055,2.90765678547969,4.90172050389687,1.03158613589497,0.304245903709214,0,0.947622084522204,0
"Fgf13","ENSMUSG00000031137","X","MGP_CASTEiJ_G0034718","X",0,0,0,0,0,0,0,0,0,0
"Fgf16","ENSMUSG00000031230","X","MGP_CASTEiJ_G0034961","X",0,0,0,0,0,0,0,0,0,0
"Fhl1","ENSMUSG00000023092","X","MGP_CASTEiJ_G0034705","X",19.9270499169754,31.7686211256165,14.0131723820391,3.1719892205233,4.16646242831234,4.81406863417652,5.78067217047506,2.95978831593964,2.52699222539254,1.77173236447133
"Flna","ENSMUSG00000031328","X","MGP_CASTEiJ_G0034796","X",321.110175804975,333.699662555256,379.156407022601,479.234704734062,427.920199990197,58.4565477007149,65.1086233937718,64.4576122137967,64.4383017475099,65.8493862128512
"Fmr1","ENSMUSG00000000838","X","MGP_CASTEiJ_G0034736","X",43.8395098173458,40.8084726654261,63.6598402498349,42.0288571719337,44.8507426106563,10.659723404248,12.778327955787,15.127806948136,8.84447278887391,16.2408800076539
"Fmr1nb","ENSMUSG00000062170","X","MGP_CASTEiJ_G0034737","X",0,0,0,0,0.245086025194843,0,0,0,0,0
"Foxo4","ENSMUSG00000042903","X","MGP_CASTEiJ_G0034917","X",50.6716412174517,64.0538051963649,58.0545712970192,59.7391303198555,67.8888289789716,6.18951681536981,7.91039349643956,3.94638442125286,10.4238429297442,6.79164073047344
"Foxp3","ENSMUSG00000039521","X","MGP_CASTEiJ_G0034494","X",0,1.29140736282994,1.20112906131764,0,0.490172050389687,1.37544818119329,0,0,0,0
"Foxr2","ENSMUSG00000071665","X","MGP_CASTEiJ_G0035158","X",0,0,0,0,0,0,0,0,0,0
"Frmpd3","ENSMUSG00000042425","X","MGP_CASTEiJ_G0035101","X",0,0,0,0,0,0,0,0,0,0
"Frmpd4","ENSMUSG00000049176","X","MGP_CASTEiJ_G0035231","X",0,0,0,0,0,0,0,0,0,0
"Fthl17a","ENSMUSG00000035491","X","MGP_CASTEiJ_G0034852","X",0,0,0,0,0,0,0,0,0,0
"Ftsj1","ENSMUSG00000031171","X","MGP_CASTEiJ_G0034528","X",48.6789362257541,50.1066056778016,52.4493023442036,39.121200386454,40.684280182344,8.94041317775639,7.30190168902113,9.53709568469441,6.63335459165543,7.972795640121
"Ftx","ENSMUSG00000086370","X","MGP_CASTEiJ_G0007378","X",11.9562299501852,9.29813301237556,13.6127960282666,8.19430548635185,13.2346453605215,7.5649649965631,5.17218036305664,5.26184589500381,1.26349611269627,4.72461963859022
"Fundc1","ENSMUSG00000025040","X","MGP_CASTEiJ_G0034562","X",23.3431156170283,17.0465771893552,14.4135487358117,16.6529434077473,18.6265379148081,0,0,0,0,0
"Fundc2","ENSMUSG00000031198","X","MGP_CASTEiJ_G0034822","X",0.284672141671077,1.29140736282994,5.2048925990431,3.70065409061052,2.45086025194843,5.84565477007149,4.86793445934742,5.26184589500381,5.05398445078509,6.49635200306155
"G6pdx","ENSMUSG00000031400","X","MGP_CASTEiJ_G0034810","X",53.8030347758335,58.6298942724792,56.0526895281565,50.4874950933292,62.0067643742954,11.691309540143,8.21463940014878,8.87936494781893,7.8968507043517,4.42933091117833
"Gabra3","ENSMUSG00000031343","X","MGP_CASTEiJ_G0034759","X",0,0,0,0,0,0,0,0,0,0
"Gabre","ENSMUSG00000031340","X","MGP_CASTEiJ_G0034757","X",3.98540998339507,3.87422208848982,6.00564530658819,19.2962677581834,26.7143767462379,5.15793067947484,1.82547542225528,5.26184589500381,1.57937014087034,2.36230981929511
"Gabrq","ENSMUSG00000031344","X","MGP_CASTEiJ_G0034760","X",1.42336070835538,0.258281472565988,0.400376353772546,0.528664870087217,0,0.343862045298323,0,0,0,0
"Gata1","ENSMUSG00000031162","X","MGP_CASTEiJ_G0034519","X",0,0,0,0,0,0,0,0,0,0
"Gdi1","ENSMUSG00000015291","X","MGP_CASTEiJ_G0034802","X",81.700904659599,90.3985153980957,96.8910776129562,53.6594843138525,66.4183128278026,36.1055147563239,45.3326396526729,27.2958255803323,33.7985210146253,33.9582036523672
"Gdpd2","ENSMUSG00000019359","X","MGP_CASTEiJ_G0034912","X",42.4161491089904,20.920799277845,12.8120433207215,16.1242785376601,16.1756776628597,5.84565477007149,4.259442651929,1.31546147375095,2.84286625356661,5.01990836600211
"Gemin8","ENSMUSG00000040621","X","MGP_CASTEiJ_G0035220","X",11.6715578085141,13.9471995185633,12.8120433207215,15.3312812325293,14.2149894613009,8.25268908715974,6.69340988160271,6.9061727371925,5.36985847895916,10.630394186828
"Gja6","ENSMUSG00000055691","X","MGP_CASTEiJ_G0035193","X",0.284672141671077,0,0,0,0,0,0,0,0,0
"Gjb1","ENSMUSG00000047797","X","MGP_CASTEiJ_G0034923","X",9.39418067514553,4.39078503362179,12.4116669669489,3.43632165556691,4.90172050389687,1.37544818119329,0.608491807418428,0.657730736875476,0,0.295288727411889
"Gk","ENSMUSG00000025059","X","MGP_CASTEiJ_G0034854","X",106.182708843312,96.8555522122454,119.312153424219,181.860715310002,188.471153374835,11.3474474948446,15.2122951854607,16.4432684218869,10.4238429297442,12.1068378238874
"Gla","ENSMUSG00000031266","X","MGP_CASTEiJ_G0035037","X",0,0.516562945131975,0,3.70065409061052,6.61732268026077,13.7544818119329,13.9953115706238,9.86596105313215,19.2683157186182,15.0597250980063
"Glod5","ENSMUSG00000031163","X","MGP_CASTEiJ_G0034520","X",0,0,0,0,0,0,0,0,0,0
"Glra2","ENSMUSG00000018589","X","MGP_CASTEiJ_G0035219","X",0,0,0,0,0,0,0,0,0,0
"Glra4","ENSMUSG00000018595","X","MGP_CASTEiJ_G0035071","X",0,0,0.400376353772546,0.264332435043608,0,0,0,0,0,0
"Gm10112","ENSMUSG00000062226","X","MGP_CASTEiJ_G0034989","X",0,0,0,0,0,0,0,0,0,0
"Gm10477","ENSMUSG00000073173","X","MGP_CASTEiJ_G0034701","X",0,0.258281472565988,0,0,0.490172050389687,0,0,0,0,0.295288727411889
"Gm1141","ENSMUSG00000073130","X","MGP_CASTEiJ_G0034752","X",0.284672141671077,0.516562945131975,0.800752707545092,0,0,0,0,0,0,0.295288727411889
"Gm14379","ENSMUSG00000087252","X","MGP_CASTEiJ_G0015080","X",0.284672141671077,0,0,0.264332435043608,0.490172050389687,0,0,0,0,1.18115490964756
"Gm14493","ENSMUSG00000085587","X","MGP_CASTEiJ_G0004585","X",0,0,0,0,0,0,0,0,0,0
"Gm14549","ENSMUSG00000084990","X","MGP_CASTEiJ_G0004586","X",0.284672141671077,0,0,0,0.245086025194843,0,0,0,0,0
"Gm14565","ENSMUSG00000085635","X","MGP_CASTEiJ_G0007357","X",0,0,0,0,0,0,0,0,0,0
"Gm14569","ENSMUSG00000091556","X","MGP_CASTEiJ_G0034599","X",0,0.258281472565988,0.800752707545092,1.05732974017443,0.490172050389687,0,0,0,0,0
"Gm14582","ENSMUSG00000086704","X","MGP_CASTEiJ_G0004590","X",0,0,0,0,0,0,0,0,0,0
"Gm14634","ENSMUSG00000085891","X","MGP_CASTEiJ_G0015085","X",0,0.258281472565988,0.400376353772546,1.58599461026165,0,0,0,0,0,0
"Gm14635","ENSMUSG00000087591","X","MGP_CASTEiJ_G0007347","X",0,0,0,0,0,0,0,0,0,0
"Gm14636","ENSMUSG00000073274","X","MGP_CASTEiJ_G0015087","X",0.284672141671077,0.516562945131975,0.400376353772546,0.264332435043608,0.980344100779374,0,0,0.328865368437738,0.315874028174068,2.36230981929511
"Gm14662","ENSMUSG00000087565","X","MGP_CASTEiJ_G0004595","X",0,0,0,0,0,0,0,0,0,0
"Gm14664","ENSMUSG00000087401","X","MGP_CASTEiJ_G0007361","X",0,0,0,0,0,0,0,0,0,0
"Gm14684","ENSMUSG00000084944","X","MGP_CASTEiJ_G0007365","X",0,0,0,0,0,0,0,0,0,0
"Gm14696","ENSMUSG00000087369","X","MGP_CASTEiJ_G0007358","X",0,0,0,0,0,0,0,0,0,0
"Gm14697","ENSMUSG00000086948","X","MGP_CASTEiJ_G0004589","X",0,0,0,0,0,0,0,0,0,0
"Gm14703","ENSMUSG00000087644","X","MGP_CASTEiJ_G0004582","X",0,0,0,0.264332435043608,0,0,0,0,0,0
"Gm14705","ENSMUSG00000086676","X","MGP_CASTEiJ_G0004596","X",0,0,0,0,0,0,0,0,0,0
"Gm14707","ENSMUSG00000086104","X","MGP_CASTEiJ_G0004602","X",0,0,0,0,0,0,0,0,0,0
"Gm14715","ENSMUSG00000085598","X","MGP_CASTEiJ_G0007366","X",0,0,0,0,0,0,0,0,0,0
"Gm14718","ENSMUSG00000085808","X","MGP_CASTEiJ_G0004593","X",0,0,0,0,0,0,0,0,0,0
"Gm14762","ENSMUSG00000078314","X","MGP_CASTEiJ_G0007368","X",0,0.258281472565988,0,0,0,0,0,0,0,0
"Gm14764","ENSMUSG00000087232","X","MGP_CASTEiJ_G0004603","X",0,0,0,0.264332435043608,0,0,0,0,0,0
"Gm14773","ENSMUSG00000059972","X","MGP_CASTEiJ_G0007369","X",0,0,0,0,0,0,0,0,0,0
"Gm14798","ENSMUSG00000087640","X","MGP_CASTEiJ_G0004604","X",0,0,0,0,0,0,0,0,0,0
"Gm14808","ENSMUSG00000085553","X","MGP_CASTEiJ_G0004607","X",0,0,0,0,0,0,0,0,0,0
"Gm14809","ENSMUSG00000085053","X","MGP_CASTEiJ_G0007374","X",0,0,0,0,0,0,0,0.328865368437738,0,0
"Gm14812","ENSMUSG00000073051","X","MGP_CASTEiJ_G0007373","X",0,0,0,0,0,0,0,0,0,0
"Gm14817","ENSMUSG00000085669","X","MGP_CASTEiJ_G0015096","X",0,0,0,0,0,0,0,0,0,0
"Gm14820","ENSMUSG00000087193","X","MGP_CASTEiJ_G0004583","X",0,0,0,0.528664870087217,0.245086025194843,0,0,0,0,0
"Gm14858","ENSMUSG00000085568","X","MGP_CASTEiJ_G0015100","X",0,0.516562945131975,0,0,0,0,0,0,0,0.295288727411889
"Gm14862","ENSMUSG00000079694","X","MGP_CASTEiJ_G0034533","X",0,0,0,0,0,0,0,0,0,0
"Gm14866","ENSMUSG00000085314","X","MGP_CASTEiJ_G0015098","X",0.284672141671077,0,0.400376353772546,0,0,0,0,0,0,0
"Gm14902","ENSMUSG00000086736","X","MGP_CASTEiJ_G0007375","X",0,0,0,0,0,0,0,0,0,0
"Gm14929","ENSMUSG00000086431","X","MGP_CASTEiJ_G0007384","X",0,0,0,0,0,0,0,0,0,0
"Gm14936","ENSMUSG00000084963","X","MGP_CASTEiJ_G0007381","X",0,0,0,0,0,0,0,0,0,0
"Gm15008","ENSMUSG00000087155","X","MGP_CASTEiJ_G0004587","X",0,0,0,0,0,0,0,0,0,0
"Gm15046","ENSMUSG00000086441","X","MGP_CASTEiJ_G0007387","X",0,0,0,0,0,0,0,0,0,0
"Gm15063","ENSMUSG00000086937","X","MGP_CASTEiJ_G0004601","X",0,0,0,0,0,0,0,0,0,0
"Gm15138","ENSMUSG00000086286","X","MGP_CASTEiJ_G0007392","X",0,0,0,0,0,0,0,0,0,0
"Gm15156","ENSMUSG00000084932","X","MGP_CASTEiJ_G0004614","X",0,0,0,0,0,0,0,0,0,0
"Gm15169","ENSMUSG00000086188","X","MGP_CASTEiJ_G0004615","X",0,0,0,0,0,0,0,0,0,0
"Gm15201","ENSMUSG00000086034","X","MGP_CASTEiJ_G0015114","X",0,0,0,0.528664870087217,0.980344100779374,0,0,0,0,0
"Gm15202","ENSMUSG00000087571","X","MGP_CASTEiJ_G0004618","X",0,0,0,0,0,0,0,0,0,0
"Gm15226","ENSMUSG00000087677","X","MGP_CASTEiJ_G0007396","X",0,0,0,0,0,0,0,0,0,0
"Gm15228","ENSMUSG00000087340","X","MGP_CASTEiJ_G0007401","X",0,0.258281472565988,0,0,0.490172050389687,0.343862045298323,0,0,0,0
"Gm15230","ENSMUSG00000084920","X","MGP_CASTEiJ_G0007398","X",0.569344283342153,3.87422208848982,1.20112906131764,0.264332435043608,0.73525807558453,0,0,0.657730736875476,0.631748056348136,0
"Gm15232","ENSMUSG00000084806","X","MGP_CASTEiJ_G0007400","X",0,0,1.20112906131764,0,0,0,0,0,0,0
"Gm15239","ENSMUSG00000086258","X","MGP_CASTEiJ_G0004619","X",0,0,0,0,0,0,0,0,0,0
"Gm15241","ENSMUSG00000087505","X","MGP_CASTEiJ_G0004616","X",0,0,0,0,0,0,0,0,0,0
"Gm15243","ENSMUSG00000085695","X","MGP_CASTEiJ_G0004617","X",0,0,0,0,0,0,0,0,0,0
"Gm15245","ENSMUSG00000087587","X","MGP_CASTEiJ_G0007402","X",0,0,0,0,0,0,0,0,0,0
"Gm15246","ENSMUSG00000087159","X","MGP_CASTEiJ_G0015115","X",0,0,0,0,0,0,0,0,0,0
"Gm15261","ENSMUSG00000087201","X","MGP_CASTEiJ_G0004620","X",0,0,0.800752707545092,0.264332435043608,0,0,0,0.328865368437738,0,0
"Gm15295","ENSMUSG00000086426","X","MGP_CASTEiJ_G0004611","X",0,0,0,0,0,0,0,0,0,0
"Gm15384","ENSMUSG00000086573","X","MGP_CASTEiJ_G0004600","X",0,0,0,0,0,0,0,0,0,0
"Gm16189","ENSMUSG00000085284","X","MGP_CASTEiJ_G0004598","X",0,0,0,0,0,0,0,0,0,0
"Gm1720","ENSMUSG00000086860","X","MGP_CASTEiJ_G0007397","X",0,0.516562945131975,0.800752707545092,1.05732974017443,0.490172050389687,0,0,0,0,0
"Gm20489","ENSMUSG00000092463","X","MGP_CASTEiJ_G0034919","X",0,0,0,0,0,0,0,0,0,0.295288727411889
"Gm21986","ENSMUSG00000096056","X","MGP_CASTEiJ_G0015099","X",1.42336070835538,1.80797030796191,1.20112906131764,2.11465948034887,0.73525807558453,0,0,0.328865368437738,0.315874028174068,0
"Gm22023","ENSMUSG00000077542","X","MGP_CASTEiJ_G0038390","X",0,0,0,0,0,0,0,0,0,0
"Gm22090","ENSMUSG00000088960","X","MGP_CASTEiJ_G0037122","X",0,0,0,0,0,0,0,0,0,0
"Gm22139","ENSMUSG00000089372","X","MGP_CASTEiJ_G0037133","X",0,0,0,0,0,0,0,0,0,0
"Gm22248","ENSMUSG00000064416","X","MGP_CASTEiJ_G0037144","X",0,0,0,0,0,0,0,0,0,0
"Gm22266","ENSMUSG00000077199","X","MGP_CASTEiJ_G0038361","X",0,0,0,0,0,0,0,0,0,0
"Gm22332","ENSMUSG00000088697","X","MGP_CASTEiJ_G0038344","X",0,0,0,0,0,0,0,0,0,0
"Gm22359","ENSMUSG00000064818","X","MGP_CASTEiJ_G0037147","X",0,0,0,0,0,0,0,0,0,0
"Gm22364","ENSMUSG00000065031","X","MGP_CASTEiJ_G0037095","X",0,0,0,0,0,0,0,0,0,0
"Gm22430","ENSMUSG00000089171","X","MGP_CASTEiJ_G0038362","X",0,0,0,0,0,0,0,0,0,0
"Gm22472","ENSMUSG00000077303","X","MGP_CASTEiJ_G0037119","X",0,0,0,0,0,0,0,0,0,0
"Gm22522","ENSMUSG00000088896","X","MGP_CASTEiJ_G0038387","X",0,0,0,0,0,0,0,0,0,0
"Gm22539","ENSMUSG00000088792","X","MGP_CASTEiJ_G0038341","X",0,0,0,0,0,0,0,0,0,0
"Gm22590","ENSMUSG00000077435","X","MGP_CASTEiJ_G0038366","X",0,0,0,0,0,0,0,0,0,0
"Gm22592","ENSMUSG00000077430","X","MGP_CASTEiJ_G0038338","X",0,0,0,0,0,0,0,0,0,0
"Gm22686","ENSMUSG00000064781","X","MGP_CASTEiJ_G0037115","X",0,0,0,0,0,0,0,0,0,0
"Gm22783","ENSMUSG00000077277","X","MGP_CASTEiJ_G0037088","X",0,0,0,0,0,0,0,0,0,0
