name,chr,Samp1_B6,Samp2_B6,Samp3_B6,Samp4_B6,Samp5_B6,Samp1_Cas,Samp2_Cas,Samp3_Cas,Samp4_Cas,Samp5_Cas
6901,Fundc1,X,23.341507605204,17.0455029701789,14.412348500195,16.6521114877366,18.6255016938178,0,0,0,0,0
6902,Fundc2,X,0.284652531770781,1.29132598258931,5.20445918062596,3.70046921949703,2.45072390708129,5.84569899257974,4.86800258856038,5.26188223447145,5.0540802379461,6.49647861329711
6953,G6pdx,X,53.7993285046776,58.6261996095547,56.0480219452026,50.4849729231381,62.0033148491567,11.6913979851595,8.21475436819564,8.87942627067056,7.89700037179078,4.42941723633894
6969,Gabra3,X,0,0,0,0,0,0,0,0,0,0
6977,Gabre,X,3.98513544479093,3.87397794776793,6.00514520841457,19.2953037873774,26.7128905871861,5.15796969933507,1.82550097071014,5.26188223447145,1.57940007435816,2.36235585938077
6982,Gabrq,X,1.4232626588539,0.258265196517862,0.400343013894305,0.528638459928147,0,0.343864646622338,0,0,0,0
7051,Gata1,X,0,0,0,0,0,0,0,0,0,0
7116,Gdi1,X,81.6952766182141,90.3928187812517,96.8830093624217,53.656803682707,66.4146178819031,36.1057878953455,45.3332741059685,27.2960140913206,33.7991615912645,33.9588654785985
7120,Gdpd2,X,42.4132272338463,20.9194809179468,12.8109764446177,16.1234730278085,16.1747777867365,5.84569899257974,4.25950226499033,1.31547055861786,2.84292013384468,5.02000620118413
7131,Gemin8,X,11.670753802602,13.9463206119645,12.8109764446177,15.3305153379163,14.2141986610715,8.25275151893611,6.69350355927052,6.90622043274377,5.36996025281773,10.6306013672135
7203,Gja6,X,0.284652531770781,0,0,0,0,0,0,0,0,0
7205,Gjb1,X,9.39353354843576,4.39050834080365,12.4106334307234,3.43614998953296,4.90144781416259,1.37545858648935,0.608500323570047,0.657735279308931,0,0.295294482422596
7217,Gk,X,106.175394350501,96.8494486941983,119.302218140503,181.851630215283,188.460668454551,11.3475333385372,15.2125080892512,16.4433819827233,10.4240404907638,12.1070737793264
7224,Gla,X,0,0.516530393035724,0,3.70046921949703,6.61695454911949,13.7545858648935,13.9955074421111,9.86602918963396,19.2686809071695,15.0600186035524
7250,Glod5,X,0,0,0,0,0,0,0,0,0,0
7254,Glra2,X,0,0,0,0,0,0,0,0,0,0
7256,Glra4,X,0,0,0.400343013894305,0.264319229964074,0,0,0,0,0,0
7290,Gm10112,X,0,0,0,0,0,0,0,0,0,0
7344,Gm10477,X,0,0.258265196517862,0,0,0.490144781416259,0,0,0,0,0.295294482422596
7477,Gm1141,X,0.284652531770781,0.516530393035724,0.800686027788609,0,0,0,0,0,0,0.295294482422596
8248,Gm14379,X,0.284652531770781,0,0,0.264319229964074,0.490144781416259,0,0,0,0,1.18117792969038
8261,Gm14493,X,0,0,0,0,0,0,0,0,0,0
8267,Gm14549,X,0.284652531770781,0,0,0,0.245072390708129,0,0,0,0,0
8268,Gm14565,X,0,0,0,0,0,0,0,0,0,0
8269,Gm14569,X,0,0.258265196517862,0.800686027788609,1.05727691985629,0.490144781416259,0,0,0,0,0
8271,Gm14582,X,0,0,0,0,0,0,0,0,0,0
8275,Gm14634,X,0,0.258265196517862,0.400343013894305,1.58591537978444,0,0,0,0,0,0
8276,Gm14635,X,0,0,0,0,0,0,0,0,0,0
8277,Gm14636,X,0.284652531770781,0.516530393035724,0.400343013894305,0.264319229964074,0.980289562832517,0,0,0.328867639654465,0.315880014871631,2.36235585938077
8282,Gm14662,X,0,0,0,0,0,0,0,0,0,0
8283,Gm14664,X,0,0,0,0,0,0,0,0,0,0
8284,Gm14684,X,0,0,0,0,0,0,0,0,0,0
8285,Gm14696,X,0,0,0,0,0,0,0,0,0,0
8286,Gm14697,X,0,0,0,0,0,0,0,0,0,0
8287,Gm14703,X,0,0,0,0.264319229964074,0,0,0,0,0,0
8288,Gm14705,X,0,0,0,0,0,0,0,0,0,0
8289,Gm14707,X,0,0,0,0,0,0,0,0,0,0
8290,Gm14715,X,0,0,0,0,0,0,0,0,0,0
8291,Gm14718,X,0,0,0,0,0,0,0,0,0,0
8292,Gm14762,X,0,0.258265196517862,0,0,0,0,0,0,0,0
8293,Gm14764,X,0,0,0,0.264319229964074,0,0,0,0,0,0
8294,Gm14773,X,0,0,0,0,0,0,0,0,0,0
8295,Gm14798,X,0,0,0,0,0,0,0,0,0,0
8296,Gm14808,X,0,0,0,0,0,0,0,0,0,0
8297,Gm14809,X,0,0,0,0,0,0,0,0.328867639654465,0,0
8298,Gm14812,X,0,0,0,0,0,0,0,0,0,0
8299,Gm14817,X,0,0,0,0,0,0,0,0,0,0
8300,Gm14820,X,0,0,0,0.528638459928147,0.245072390708129,0,0,0,0,0
8301,Gm14858,X,0,0.516530393035724,0,0,0,0,0,0,0,0.295294482422596
8302,Gm14862,X,0,0,0,0,0,0,0,0,0,0
8303,Gm14866,X,0.284652531770781,0,0.400343013894305,0,0,0,0,0,0,0
8304,Gm14902,X,0,0,0,0,0,0,0,0,0,0
8305,Gm14929,X,0,0,0,0,0,0,0,0,0,0
8306,Gm14936,X,0,0,0,0,0,0,0,0,0,0
8313,Gm15008,X,0,0,0,0,0,0,0,0,0,0
8314,Gm15046,X,0,0,0,0,0,0,0,0,0,0
8317,Gm15063,X,0,0,0,0,0,0,0,0,0,0
8324,Gm15138,X,0,0,0,0,0,0,0,0,0,0
8325,Gm15156,X,0,0,0,0,0,0,0,0,0,0
8326,Gm15169,X,0,0,0,0,0,0,0,0,0,0
8330,Gm15201,X,0,0,0,0.528638459928147,0.980289562832517,0,0,0,0,0
8331,Gm15202,X,0,0,0,0,0,0,0,0,0,0
8336,Gm15226,X,0,0,0,0,0,0,0,0,0,0
8337,Gm15228,X,0,0.258265196517862,0,0,0.490144781416259,0.343864646622338,0,0,0,0
8338,Gm15230,X,0.569305063541561,3.87397794776793,1.20102904168291,0.264319229964074,0.735217172124388,0,0,0.657735279308931,0.631760029743262,0
8339,Gm15232,X,0,0,1.20102904168291,0,0,0,0,0,0,0
8340,Gm15239,X,0,0,0,0,0,0,0,0,0,0
8341,Gm15241,X,0,0,0,0,0,0,0,0,0,0
8342,Gm15243,X,0,0,0,0,0,0,0,0,0,0
8343,Gm15245,X,0,0,0,0,0,0,0,0,0,0
8344,Gm15246,X,0,0,0,0,0,0,0,0,0,0
8345,Gm15261,X,0,0,0.800686027788609,0.264319229964074,0,0,0,0.328867639654465,0,0
8353,Gm15295,X,0,0,0,0,0,0,0,0,0,0
8378,Gm15384,X,0,0,0,0,0,0,0,0,0,0
8728,Gm16189,X,0,0,0,0,0,0,0,0,0,0
8943,Gm1720,X,0,0.516530393035724,0.800686027788609,1.05727691985629,0.490144781416259,0,0,0,0,0
9114,Gm20489,X,0,0,0,0,0,0,0,0,0,0.295294482422596
9230,Gm21986,X,1.4232626588539,1.80785637562503,1.20102904168291,2.11455383971259,0.735217172124388,0,0,0.328867639654465,0.315880014871631,0
9245,Gm22023,X,0,0,0,0,0,0,0,0,0,0
9267,Gm22090,X,0,0,0,0,0,0,0,0,0,0
9278,Gm22139,X,0,0,0,0,0,0,0,0,0,0
9315,Gm22248,X,0,0,0,0,0,0,0,0,0,0
9317,Gm22266,X,0,0,0,0,0,0,0,0,0,0
9349,Gm22332,X,0,0,0,0,0,0,0,0,0,0
9362,Gm22359,X,0,0,0,0,0,0,0,0,0,0
9366,Gm22364,X,0,0,0,0,0,0,0,0,0,0
9384,Gm22430,X,0,0,0,0,0,0,0,0,0,0
9398,Gm22472,X,0,0,0,0,0,0,0,0,0,0
9421,Gm22522,X,0,0,0,0,0,0,0,0,0,0
9428,Gm22539,X,0,0,0,0,0,0,0,0,0,0
9449,Gm22590,X,0,0,0,0,0,0,0,0,0,0
9451,Gm22592,X,0,0,0,0,0,0,0,0,0,0
9484,Gm22686,X,0,0,0,0,0,0,0,0,0,0
9518,Gm22783,X,0,0,0,0,0,0,0,0,0,0
9520,Gm22785,X,0,0,0,0,0,0,0,0,0,0
9598,Gm23000,X,0,0,0,0,0,0,0,0,0,0
9631,Gm23082,X,0,0,0,0,0,0,0,0,0,0
9649,Gm23124,X,0,0,0,0,0,0,0,0,0,0
9670,Gm23199,X,0,0,0,0,0,0,0,0,0,0
9700,Gm23258,X,0,0,0,0,0,0,0,0,0,0
9710,Gm23277,X,0,0,0,0,0,0,0,0,0,0
9712,Gm23280,X,0,0,0,0,0,0,0,0,0,0
9725,Gm23320,X,0,0,0,0,0,0,0,0,0,0
9727,Gm23322,X,0,0,0,0,0,0,0,0,0,0
9730,Gm23325,X,0,0,0,0,0,0,0,0,0,0
9755,Gm23378,X,0,0,0,0,0,0,0,0,0,0
9760,Gm23404,X,0,0,0,0,0,0,0,0,0,0
9778,Gm23454,X,0,0,0,0,0,0,0,0,0,0
9819,Gm23557,X,0,0,0,0,0,0,0,0,0,0
9823,Gm23586,X,0,0,0,0,0,0,0,0,0,0
9836,Gm23613,X,0,0,0,0,0,0,0,0,0,0
9838,Gm23615,X,0,0,0,0.264319229964074,0,0,0,0,0,0
9843,Gm23628,X,0,0,0,0,0,0,0,0,0,0
9851,Gm23656,X,0,0,0,0,0,0,0,0,0,0
9893,Gm23768,X,0,0,0,0,0,0,0,0,0,0
9897,Gm23786,X,0,0,0,0,0,0,0,0,0,0
9949,Gm23958,X,0,0,0,0,0,0,0,0,0,0
9959,Gm23985,X,0,0,0,0,0,0,0,0,0,0
9981,Gm24038,X,0,0,0,0,0,0,0,0,0,0
9988,Gm24061,X,0,0,0,0,0,0,0,0,0,0
10006,Gm24123,X,0,0,0,0,0,0,0,0.328867639654465,0.315880014871631,0.295294482422596
10087,Gm24281,X,0,0,0,0,0.490144781416259,0,0,0,0,0
10157,Gm24460,X,0,0,0,0,0,0,0,0,0,0
10163,Gm24470,X,0,0,0,0,0,0,0,0,0,0
10171,Gm24491,X,0,0,0,0,0,0,0,0,0,0
10183,Gm24522,X,0,0,0,0,0,0,0,0,0,0
10212,Gm24595,X,0,0,0,0,0,0,0,0,0,0
10221,Gm24622,X,0,0,0,0,0,0,0,0,0,0
10223,Gm24624,X,0,0,0,0,0,0,0,0,0,0
10246,Gm24687,X,0,0,0,0,0,0,0,0,0,0
10255,Gm24718,X,0,0,0,0,0,0,0,0,0,0
10271,Gm24763,X,0,0,0,0,0,0,0,0,0,0
10291,Gm24809,X,0,0,0,0,0,0,0,0,0,0
10292,Gm24812,X,0,0,0,0,0,0,0,0,0,0
10295,Gm24831,X,0,0,0,0,0,0,0,0,0,0
10327,Gm24907,X,0,0.258265196517862,0.400343013894305,0.792957689892221,0.490144781416259,0,0,0,0,0.295294482422596
10360,Gm25006,X,0,0,0,0,0,0,0,0,0,0
10389,Gm25097,X,0,0,0,0,0,0,0,0,0,0
10393,Gm25107,X,0,0,0,0,0,0,0,0,0,0
10431,Gm25170,X,0,0,0,0,0,0,0,0,0,0
10445,Gm25202,X,0,0,0,0,0,0,0,0,0,0
10454,Gm25226,X,0,0,0,0,0.245072390708129,0,0,0,0,0
10523,Gm25421,X,0,0,0,0,0,0,0,0,0,0
10525,Gm25429,X,0,0,0,0,0,0,0,0,0,0
10536,Gm25481,X,0,0,0,0,0,0,0,0,0,0
10557,Gm25520,X,0,0,0,0,0,0,0,0,0,0
10565,Gm25552,X,0,0,0,0,0,0,0,0,0,0
10595,Gm25624,X,0,0,0,0,0,0,0,0,0,0
10606,Gm25651,X,0,0,0,0,0,0,0,0,0,0
10649,Gm25770,X,0,0,0,0.528638459928147,0,0,0,0,0,0
10660,Gm25795,X,0,0,0,0,0,0,0,0,0,0
10670,Gm25812,X,0,0,0,0,0,0,0,0,0,0
10678,Gm25828,X,0,0,0,0,0,0,0,0,0,0
10709,Gm25895,X,0,0,0,0,0,0,0,0,0,0
10720,Gm25915,X,0,0,0,0,0,0,0,0,0,0
10745,Gm26000,X,0,0,0,0,0,0,0,0,0,0
10749,Gm26007,X,0,0,0,0,0,0,0,0,0,0
10760,Gm26020,X,0,0,0,0,0,0,0,0,0,0
10763,Gm26029,X,0,0,0,0,0,0,0,0,0,0
10785,Gm26099,X,0,0,0,0,0,0,0,0,0,0
10789,Gm26108,X,0,0,0,0,0,0,0,0,0,0
10792,Gm26111,X,0,0,0,0,0,0,0,0,0,0
10799,Gm26131,X,0,0,0,0,0,0,0,0,0,0
10818,Gm26174,X,0,0,0,0,0,0,0,0,0,0
10822,Gm26182,X,0,0,0,0,0,0,0,0,0,0
10852,Gm26276,X,0,0,0,0,0,0,0,0,0,0
10864,Gm26312,X,0,0,0,0,0,0,0,0,0,0
10865,Gm26314,X,0,0,0,0,0,0,0,0,0,0
10878,Gm26351,X,0,0,0,0,0,0,0,0,0,0
10885,Gm26368,X,0,0,0,0,0,0,0,0,0,0
10894,Gm26401,X,0,0,0,0,0,0,0,0,0,0
10903,Gm26417,X,0,0,0,0,0,0,0,0,0,0
10910,Gm26437,X,0,0,0,0,0,0,0,0,0,0
10913,Gm26441,X,0,0,0,0,0,0,0,0,0,0
10931,Gm26487,X,0,0,0,0,0,0,0,0,0,0
10983,Gm26618,X,0,0,0,0,0,0,0,0,0,0
11033,Gm26726,X,0,0,0,0,0,0,0,0,0,0
11116,Gm26952,X,0,0,0,0,0,0,0,0,0,0
11133,Gm26992,X,0,0,0,0,0,0,0,0,0,0
11168,Gm27191,X,0,0,0,0,0,0,0,0,0,0
11204,Gm27414,X,0,0,0,0,0,0,0,0,0,0
11288,Gm28269,X,0.569305063541561,0.258265196517862,1.60137205557722,2.90751152960481,5.63666498628697,0,0,0,0.947640044614893,0.295294482422596
11356,Gm28579,X,0,0,0,0,0,0,0,0,0,0
11385,Gm28730,X,0.284652531770781,0.516530393035724,1.20102904168291,0.792957689892221,0,0,0,0,0,0
11722,Gm36995,X,0,1.03306078607145,0,0,0,0,0,0.328867639654465,0,0.295294482422596
11814,Gm379,X,0,0,0,0,0,0,0,0,0,0
11854,Gm382,X,0,0,0,0,0,0,0,0,0,0
12420,Gm5127,X,0,0,0,0,0,0,0,0,0,0
12473,Gm5938,X,0,0,0,0,0,0,0,0,0,0
12474,Gm5941,X,0,0,0,0,0,0,0,0,0,0
12483,Gm614,X,0,0,0,0.528638459928147,0,0,0,0,0,0
12491,Gm6377,X,0.569305063541561,0,0,1.05727691985629,1.47043434424878,0,0.304250161785024,0,0.315880014871631,0.295294482422596
12492,Gm648,X,0,0,0,0.792957689892221,0,0,0,0,0,0
12503,Gm6760,X,0,0,0,0,0,0,0,0,0,0
12504,Gm6787,X,0,0,0,0.264319229964074,0,0,0,0,0,0.295294482422596
12508,Gm6938,X,0,0,0,0,0,0,0,0,0,0
12512,Gm7073,X,0,0,0,0,0,0,0,0,0,0
12525,Gm7598,X,0.284652531770781,0.774795589553586,1.20102904168291,0,0.980289562832517,0,0,0,0.315880014871631,0
12529,Gm773,X,0,0,0,0,0,0.343864646622338,0,0.328867639654465,0,0
12549,Gm8817,X,0,0,0,0,0,0,0,0,0,0
12554,Gm9,X,0,0,0,0,0,0,0,0,0,0
12674,Gnl3l,X,17.6484569697884,19.1116245423218,20.0171506947152,11.6300461184192,12.4986919261146,6.18956363920208,8.51900452998066,4.93301459481698,9.79228046102056,7.67765654298749
12731,Gpc3,X,7.4009658260403,6.45662991294655,10.0085753473576,4.75774613935333,5.8817373769951,2.06318787973403,0,0.328867639654465,0.631760029743262,1.18117792969038
12732,Gpc4,X,25.6187278593703,23.2438676866076,26.8229819309184,31.1896691357607,31.3692660106406,8.94048081218079,8.21475436819564,15.7856467034143,5.0540802379461,6.49647861329711
12742,Gpkow,X,91.6581152301914,116.219338433038,97.283352376316,95.9478804769588,90.6767845620079,15.8177737446275,22.8187621338768,15.4567790637599,13.8987206543518,17.1270799805106
12744,Gpm6b,X,17.6484569697884,17.0455029701789,21.6185227502924,21.9384960870181,20.3410084287747,5.50183434595741,7.30200388284057,5.59074987412591,7.89700037179078,8.56353999025528
12750,Gpr101,X,0,0,0,0,0,0,0,0,0,0
12753,Gpr119,X,0,0,0,0,0,0,0,0,0,0
12762,Gpr143,X,0,0,0,0,0,0,0,0,0,0
12777,Gpr165,X,0,0,0,0,0,0,0,0,0,0
12780,Gpr173,X,0,0,0,0,0,0,0,0,0,0
12781,Gpr174,X,0,0,0,0,0,0,0,0,0,0
12797,Gpr34,X,0,0.516530393035724,0,0.528638459928147,0.735217172124388,0,0,0,0,0.295294482422596
12804,Gpr50,X,0,0,0,1.58591537978444,0.245072390708129,0,0,0,0.631760029743262,0
12813,Gpr82,X,0,0,0,0,0,0,0,0,0,0
12820,Gprasp1,X,95.3585981432115,106.405260965359,112.4963869043,84.5821535885036,79.4034545894339,25.445983850053,21.2975113249516,18.7454554603045,10.7399205056355,15.9459020508202
12821,Gprasp2,X,6.54700823072796,7.489690699018,6.40548822230887,3.43614998953296,3.43101346991381,1.03159393986701,0.912750485355071,0.657735279308931,0.631760029743262,0
12867,Gria3,X,0,0,0,0,0,0,0.304250161785024,0,0,0
12892,Gripap1,X,55.791896227073,62.2419123608047,68.8589983898204,56.8286344422759,58.817373769951,3.78251111284572,3.34675177963526,3.94641167585358,4.73820022307447,6.79177309571971
12909,Grpr,X,0,0,0,0,0,0,0,0,0,0
12930,Gspt2,X,4.26978797656171,3.61571275125007,4.40377315283735,2.11455383971259,2.94086868849755,0.687729293244676,1.21700064714009,0,0,0.885883447267788
12996,Gucy2f,X,0,0,0,0,0,0,0,0,0,0
13085,Haus7,X,9.96283861197733,7.23142550250014,16.0137205557722,10.0441307386348,10.0479680190333,2.06318787973403,2.12975113249516,2.63094111723572,1.57940007435816,2.95294482422596
13101,Hccs,X,45.2597525515541,30.2170279925899,45.2387605700564,38.8549268047188,29.1636144942674,3.43864646622338,3.34675177963526,3.28867639654465,3.79056017845957,3.24823930664855
13102,Hcfc1,X,144.034181076015,146.436366425628,135.716281710169,142.996703410564,139.201117922217,46.0778626473933,51.418277341669,50.6456165067877,45.4867221415149,44.8847613282346
13121,Hdac6,X,48.6755829328035,60.1757907886618,71.2610564731862,94.0976458672102,106.606489958036,5.84569899257974,3.04250161785024,1.31547055861786,5.68584026768936,5.90588964845192
13123,Hdac8,X,0.569305063541561,0.258265196517862,1.60137205557722,1.32159614982037,0.980289562832517,0,0,0.328867639654465,0.315880014871631,0.885883447267788
13133,Hdx,X,0,0,0,0,0,0,0,0,0,0
13161,Heph,X,0.284652531770781,0.516530393035724,3.60308712504874,1.85023460974852,0.980289562832517,0.343864646622338,0,0,0,0
13243,Hmgb3,X,70.3091753473828,64.3080339329477,81.2696318205438,82.7319189787551,76.7076582916445,1.03159393986701,0.912750485355071,0.328867639654465,0.947640044614893,0.295294482422596
13253,Hmgn5,X,29.3192107723904,33.8327407438399,25.2216098753412,23.7887306967666,25.7326010243536,3.78251111284572,4.25950226499033,6.24848515343484,1.57940007435816,5.61059516602932
13278,Hnrnph2,X,629.366747745196,607.439742210011,586.102172341262,520.180244569297,446.76696826092,0,0,0,0,0
13356,Hprt,X,74.2943107921738,81.0952717066087,75.6648296260236,76.6525766895814,64.6991111469461,6.18956363920208,8.51900452998066,8.22169099136164,6.94936032717588,5.90588964845192
13384,Hs6st2,X,0,0,0,0,0,0,0,0,0,0
13392,Hsd17b10,X,81.6952766182141,101.756487428038,86.0737479872755,94.6262843271384,98.7641734553761,11.6913979851595,17.0380090599613,14.7990437844509,11.6875605502503,17.1270799805106
13410,Hsf3,X,0,0,0.400343013894305,0,0,0,0,0,0,0
13441,Htatsf1,X,37.5741341937431,47.0042657662509,51.6442487923653,61.057742121701,65.9244731004868,7.90888687231377,12.1700064714009,11.1814997482518,10.1081604758922,14.7647241211298
13448,Htr2c,X,0,0,0,0,0,0,0,0,0,0
13464,Huwe1,X,255.33332099839,269.37059996813,315.069951934818,314.275564427284,320.799759436941,26.1337131432977,31.6420168256424,39.1352491188814,29.6927213979333,37.2071047852471
13508,Idh3g,X,127.808986765081,130.165659045002,118.901875126608,135.067126511642,139.936335094342,3.09478181960104,2.12975113249516,5.91961751378038,3.79056017845957,5.31530068360673
13513,Ids,X,245.655134918184,282.283859794023,246.210953544997,176.300926386037,158.56183678816,24.414389910186,34.6845184434927,24.6650729740849,15.7940007435816,15.9459020508202
13570,Igbp1,X,20.779634819267,27.1178456343755,25.2216098753412,21.1455383971259,20.5860808194829,7.90888687231377,9.73600517712075,6.57735279308931,6.31760029743262,5.90588964845192
13701,Igsf1,X,0.569305063541561,1.54959117910717,0.400343013894305,2.90751152960481,0.980289562832517,0,0,0,0,0
13717,Ikbkg,X,48.9602354645743,53.7191608757153,55.247335917414,42.0267575642877,47.7891161880852,19.2564202108509,17.6465093835314,21.0475289378858,10.7399205056355,17.7176689453558
13731,Il13ra1,X,2.56187278593703,2.0661215721429,6.40548822230887,4.22910767942518,4.41130303274633,0,0.304250161785024,0,0,0.295294482422596
13732,Il13ra2,X,0,0,0,0.264319229964074,0,0,0,0,0,0
13758,Il1rapl1,X,0,0,0,0,0,0,0,0,0,0
13759,Il1rapl2,X,0,0,0,0,0,0,0,0,0,0
13778,Il2rg,X,0.569305063541561,1.29132598258931,0.400343013894305,0.792957689892221,0,0,0,0,0,0
13902,Iqsec2,X,17.3638044380176,21.4360113109825,22.0188657641868,19.2953037873774,19.3607188659422,3.78251111284572,6.99775372105554,3.94641167585358,5.0540802379461,3.83882827149375
13905,Irak1,X,44.4057949562418,57.3348736269654,66.8572833203489,66.0798074910184,66.9047626633193,8.94048081218079,6.38925339748549,9.20829391032503,10.1081604758922,12.402368261749
13929,Irs4,X,0,0,0.400343013894305,0,0.245072390708129,0,0,0,0,0
13978,Itgb1bp2,X,0,1.54959117910717,0.400343013894305,0,0.735217172124388,0,0,0.657735279308931,0,0
13996,Itm2a,X,6.26235569895718,7.74795589553586,6.00514520841457,6.60798074910184,6.61695454911949,0.343864646622338,0.608500323570047,0.657735279308931,0,0
14024,Jade3,X,57.2151588859269,42.6137574254472,54.0463068757311,82.9962382087191,83.0795404500558,11.0036686919148,10.3445055006908,4.60414695516252,12.3193205799936,16.831785498088
14054,Jpx,X,18.21776203333,18.0785637562503,26.4226389170241,4.75774613935333,10.7831851911577,0,1.21700064714009,0.986602918963396,0,0.295294482422596
14072,Kantr,X,8.25492342135264,10.8471382537502,8.00686027788609,4.75774613935333,4.41130303274633,0,0,0,0,0
14115,Kcnd1,X,0,0,0.400343013894305,1.05727691985629,0,0.343864646622338,0.304250161785024,0,0,0.295294482422596
14120,Kcne1l,X,0.569305063541561,0,0,0,0,0,0,0,0,0
14199,Kctd12b,X,7.4009658260403,2.58265196517862,3.20274411115444,3.70046921949703,2.69579629778942,1.37545858648935,0.304250161785024,0.328867639654465,0.631760029743262,0.590588964845192
14232,Kdm5c,X,105.036784223418,93.2337359429482,110.494671834828,89.0755804978928,85.7753367478453,55.7060727528187,57.1990304155844,59.5250427774582,16.4257607733248,17.4223744629332
14283,Kif4,X,4.55444050833249,0.774795589553586,1.20102904168291,1.32159614982037,0.980289562832517,0,0,0,0,0
14298,Kis2,X,0,0,0,0,0,0,0,0,0,0
14324,Klf8,X,1.99256772239546,5.94009951991083,3.20274411115444,3.17183075956889,4.90144781416259,3.09478181960104,3.95525210320531,5.59074987412591,3.15880014871631,4.72471171876154
14340,Klhl13,X,16.5098468427053,12.9132598258931,19.2164646669266,10.837088428527,14.7043434424878,8.59661616555845,4.56375242677535,8.22169099136164,4.42232020820284,4.72471171876154
14342,Klhl15,X,18.21776203333,10.8471382537502,14.412348500195,19.0309845574133,13.7240538796552,2.40705252635637,4.86800258856038,5.26188223447145,2.52704011897305,2.06706137695817
14359,Klhl34,X,0,0,0,0,0,0,0,0,0,0
14363,Klhl4,X,0,0,0,0,0,0,0,0,0,0
14525,L1cam,X,22.4875500098917,22.2108069005361,19.6168076808209,18.5023460974852,20.0959360380666,5.84569899257974,2.43400129428019,1.97320583792679,2.84292013384468,1.77176689453558
14539,Lage3,X,21.6335924145793,19.6281549353575,15.2130345279836,20.6168999371978,19.8508636473585,0,0.912750485355071,0.328867639654465,0.315880014871631,0
14554,Lamp2,X,163.675205768199,158.574830661967,191.363960641478,198.503741703019,167.139370462944,28.540765669654,33.4675177963526,24.9939406137394,19.5845609220411,29.234153759837
14564,Lancl3,X,0.853957595312342,0.516530393035724,0.400343013894305,0,0,0,0,0,0,0
14577,Las1l,X,53.5146759729068,59.1427300025904,48.4415046812109,53.1281652227788,45.8285370624202,8.59661616555845,15.5167582510362,7.5639557120527,14.2146006692234,13.5835461914394
14643,Ldoc1,X,0,0,0,0,0,0,0,0,0,0
14687,Lhfpl1,X,0,0,0,0,0,0,0,0,0,0
14791,Lonrf3,X,0,0,0.400343013894305,0.264319229964074,0,0,0,0,2.21116010410142,2.36235585938077
14802,Lpar4,X,11.9554063343728,9.29754707464303,10.0085753473576,18.7666653274492,25.9776734150617,0,0.608500323570047,2.95980875689019,0.631760029743262,0.885883447267788
14821,Lrch2,X,0,0,0.400343013894305,0,0,0,0,0,0,0
15066,Magea10,X,0,0,0,0,0,0,0,0,0,0
15067,Magea4,X,0,0,0,0.528638459928147,0.245072390708129,0,0,0,0,0
15068,Mageb18,X,0,0,0,0,0,0,0,0,0,0
15069,Mageb5,X,0,0,0,0,0,0,0,0,0,0
15070,Maged1,X,235.407643774436,259.556522500451,245.009924503314,273.041764552888,293.351651677631,158.521602092898,161.861086069633,162.78948162896,174.36576820914,169.794327392993
15071,Maged2,X,46.3983626786373,42.0972270324115,34.8298422088045,65.2868498011262,66.4146178819031,6.18956363920208,6.08500323570047,4.93301459481698,7.89700037179078,8.85883447267788
15072,Magee1,X,7.11631329426952,6.97316030598227,6.80583123620318,3.96478844946111,4.1662306420382,0,2.43400129428019,1.31547055861786,1.26352005948652,0.590588964845192
15073,Magee2,X,0,0,0,0,0,0,0,0,0,0
15074,Mageh1,X,19.3563721604131,28.150906420447,26.0222959031298,33.0399037455092,28.1833249314349,8.94048081218079,9.12750485355071,5.91961751378038,11.6875605502503,8.56353999025528
15079,Magix,X,10.2474911437481,12.1384642363395,17.2147495974551,15.8591537978444,12.9888367075309,1.37545858648935,0.912750485355071,1.64433819827233,1.26352005948652,0.295294482422596
15082,Magt1,X,37.0048291302015,34.8658015299114,45.2387605700564,34.3614998953296,36.7608586062194,16.5055030378722,16.4295087363913,11.1814997482518,9.47640044614893,11.8117792969038
15096,Mamld1,X,2.84652531770781,1.54959117910717,2.80240109726013,4.22910767942518,5.8817373769951,0,0.608500323570047,0,0,2.36235585938077
15116,Maoa,X,9.67818608020654,9.29754707464303,10.8092613751462,9.77981150867073,14.2141986610715,1.71932323311169,0.912750485355071,2.30207347758126,0,1.18117792969038
15117,Maob,X,144.318833607786,138.171880137056,166.142350766136,137.710318811282,124.006629698313,12.0352626317818,6.69350355927052,5.91961751378038,6.63348031230425,7.67765654298749
15137,Map3k15,X,3.41583038124937,5.68183432339296,4.00343013894305,4.75774613935333,3.92115825133007,0,1.21700064714009,0,0,0.295294482422596
15157,Map7d2,X,0,0,0,0,0,0,0,0,0,0
15233,Mbnl3,X,1.70791519062468,5.4235691268751,2.40205808336583,6.34366151913777,6.86202693982762,1.03159393986701,0.304250161785024,0.328867639654465,0,0.590588964845192
15241,Mbtps2,X,13.9479740567683,17.8202985597325,18.415778639138,13.2159614982037,14.2141986610715,12.0352626317818,10.0402553389058,10.8526321085974,7.58112035691915,10.3353068847909
15255,Mcf2,X,0,0,0,0,0,0,0,0,0,0
15308,Mecp2,X,76.57153104634,74.1221114006264,110.494671834828,67.4014036408388,65.1892559283624,14.4423151581382,18.5592598688864,13.8124408654875,12.6352005948652,15.6506075683976
15313,Med12,X,55.791896227073,64.8245643259834,70.0600274315033,54.7140806025633,67.3949074447356,8.94048081218079,6.38925339748549,8.22169099136164,5.0540802379461,5.90588964845192
